experiment,condition,dim,run,seed,algo,best_f,PSRR_DB,penalty,is_feasible,runtime_sec
pressure,frozen,12,26,26042,GA,-107.40128770609115,107.40128770609115,0,1,46.16342250001617
pressure,frozen,12,26,26042,ACO,-107.7852831223009,107.7852831223009,0,1,41.26970359997358
pressure,frozen,12,27,27042,ABC,-107.80550836082294,107.80550836082294,0,1,37.00514419999672
pressure,frozen,12,27,27042,GWO,892.1843982939382,107.81560170606176,1,0,34.022931799991056
pressure,frozen,12,27,27042,FA,-103.19822004038777,103.19822004038777,0,1,81.27497249998851
pressure,frozen,12,27,27042,PSO,-108.7839024142764,108.7839024142764,0,1,21.05918300000485
pressure,frozen,12,27,27042,GA,889.1640033410059,110.83599665899403,1,0,48.254583499976434
pressure,frozen,12,27,27042,ACO,-109.12546604146164,109.12546604146164,0,1,41.59415530000115
pressure,frozen,12,28,28042,ABC,-116.27586401100704,116.27586401100704,0,1,36.58038940001279
pressure,frozen,12,28,28042,GWO,-116.16992218273153,116.16992218273153,0,1,35.00903100002324
pressure,frozen,12,28,28042,FA,-116.21838341099333,116.21838341099333,0,1,84.99211910000304
pressure,frozen,12,28,28042,PSO,-115.25967292285958,115.25967292285958,0,1,21.804512700007763
pressure,frozen,12,28,28042,GA,-116.17616411655972,116.17616411655972,0,1,46.50711300002877
pressure,frozen,12,28,28042,ACO,-115.62002178374462,115.62002178374462,0,1,42.42034259997308
pressure,frozen,12,29,29042,ABC,-99.1685210472772,99.1685210472772,0,1,32.50312629999826
pressure,frozen,12,29,29042,GWO,903.8626561665868,96.137343833413,1,0,35.96122870000545
pressure,frozen,12,29,29042,FA,906.1062951180844,93.89370488191568,1,0,84.77452300000004
pressure,frozen,12,29,29042,PSO,904.9377927008236,95.06220729917636,1,0,20.195247200026643
pressure,frozen,12,29,29042,GA,-93.55861417147106,93.55861417147106,0,1,44.842598899966106
pressure,frozen,12,29,29042,ACO,903.6608438552466,96.33915614475332,1,0,34.028698200010695
pressure,relaxed,12,0,42,ABC,-116.17063775554084,116.17063775554084,0,1,46.20787879999261
pressure,relaxed,12,0,42,GWO,-108.42859168715844,108.42859168715844,0,1,30.55241619999288
pressure,relaxed,12,0,42,FA,-116.14252533959566,116.14252533959566,0,1,90.3434710999718
pressure,relaxed,12,0,42,PSO,-116.13731199281948,116.13731199281948,0,1,20.386601399979558
pressure,relaxed,12,0,42,GA,-116.17030167121364,116.17030167121364,0,1,41.57043429999612
pressure,relaxed,12,0,42,ACO,-110.03183405250915,110.03183405250915,0,1,37.33235909999348
pressure,relaxed,12,1,1042,ABC,-110.29055552784584,110.29055552784584,0,1,47.3214628000278
pressure,relaxed,12,1,1042,GWO,-102.41338121644476,102.41338121644476,0,1,31.43838369997684
pressure,relaxed,12,1,1042,FA,-109.79560502963392,109.79560502963392,0,1,85.34530640003504
pressure,relaxed,12,1,1042,PSO,-110.29507750032047,110.29507750032047,0,1,21.0757679999806
pressure,relaxed,12,1,1042,GA,-110.29188592076314,110.29188592076314,0,1,42.70131370000309
pressure,relaxed,12,1,1042,ACO,-109.8437981208037,109.8437981208037,0,1,40.73782659997232
pressure,relaxed,12,2,2042,ABC,-110.50035331600864,110.50035331600864,0,1,49.15021690004505
pressure,relaxed,12,2,2042,GWO,-98.41430552086888,98.41430552086888,0,1,33.457010000012815
pressure,relaxed,12,2,2042,FA,-108.69955928723137,108.69955928723137,0,1,88.45771240000613
