scope,algo,avg_rank
SKY130-BGR,GWO,1.4333333333333333
SKY130-BGR,ABC,2.933333333333333
SKY130-BGR,PSO,3.2333333333333334
SKY130-BGR,ACO,3.7
SKY130-BGR,GA,3.933333333333333
SKY130-BGR,FA,5.766666666666667
