scope,comparison,n_pairs,wilcoxon_statistic,p_value_exact,holm_adjusted_p_exact,holm_reject_0_05,favours,p_value_normal_approx,holm_adjusted_p_normal_approx,approx_at_floor
SKY130-Highdim,ABC vs GWO,30,8.0,4.6566128730773926e-08,1.862645149230957e-07,1,GWO,3.882182386060857e-06,1.5528729544243428e-05,0
SKY130-Highdim,ABC vs FA,30,1.0,3.725290298461914e-09,1.862645149230957e-08,1,ABC,1.9209211049031396e-06,9.604605524515698e-06,0
SKY130-Highdim,ABC vs PSO,30,158.0,0.12935307621955872,0.12935307621955872,0,ABC,0.12543823902980825,0.12543823902980825,0
SKY130-Highdim,ABC vs GA,30,95.0,0.0037444327026605606,0.007488865405321121,1,ABC,0.004681835234144671,0.00948529480996647,0
SKY130-Highdim,ABC vs ACO,30,89.0,0.0023674946278333664,0.007102483883500099,1,ABC,0.00316176493665549,0.00948529480996647,0
