algo,runs,success_rate,feasible_runs,ever_feasible_rate,best_fitness_min,best_fitness_mean,best_fitness_median,best_fitness_std,PSRR_best_final,PSRR_mean_final,PSRR_mean_feasible_final,best_feasible_PSRR_max,best_feasible_PSRR_mean,best_feasible_fitness_mean,runtime_sec_mean,runtime_sec_std,first_feasible_eval_mean,first_feasible_eval_median,last_improvement_eval_mean,last_improvement_eval_median,convergence_auc_mean,convergence_auc_std
ABC,30,1.0,30,1.0,-52.39239,-43.33230033333333,-44.039115,5.602847843742891,52.39239,43.33230033333333,43.33230033333333,52.39239,43.33230033333333,-43.33230033333333,25240.59046905724,1349.2552285758184,22491.566666666666,12346.5,97811.33333333333,99187.0,76.74926233515218,110.58570360595162
GWO,30,1.0,30,1.0,-77.11004,-53.440107999999995,-53.049015,7.271134829118255,77.11004,53.440107999999995,53.440107999999995,77.11004,53.440107999999995,-53.440107999999995,28669.96265817713,1212.5633889500282,34495.0,31607.0,188454.66666666666,192840.0,126.72531670960164,103.18510653262346
FA,30,0.43333333333333335,13,0.43333333333333335,-30.76039,645.2125433333334,974.5473750000001,711.7098308710936,30.76039,21.45412333333333,21.443757692307692,30.76039,21.443757692307692,-21.443757692307692,2852.531280159888,660.1163028465958,1711.3846153846155,1226.0,16710.633333333335,15390.0,653.3965062691718,708.581591955059
PSO,30,0.7333333333333333,22,0.7333333333333333,-65.40956,221.9331083333333,-39.78815,452.4755268294751,65.40956,44.73355833333333,46.22832409090909,65.40956,46.22832409090909,-46.22832409090909,33775.65957895846,4880.811963440072,6534.045454545455,1392.0,203070.06666666668,214811.5,250.18908893367117,444.53212733758863
GA,30,0.6333333333333333,19,0.6333333333333333,-57.85176,358.35461366666675,-36.404044999999996,565.1896478272223,57.85176,41.645386333333335,42.94638842105263,57.85176,42.94638842105263,-42.94638842105263,21769.19884642456,3027.82553443537,15070.368421052632,2826.0,201373.33333333334,210180.0,407.0069141975919,545.1764597501233
ACO,30,1.0,30,1.0,-49.08733,-37.856492333333335,-38.132490000000004,5.9786022744754765,49.08733,37.856492333333335,37.856492333333335,49.08733,37.856492333333335,-37.856492333333335,26927.542019545224,2324.2864120091813,10588.3,7515.5,177544.0,201960.0,24.932875697063288,38.14114241761926
