algo,runs,min,mean,median,std,max
ABC,30,-52.39239,-43.332300333333336,-44.039115,5.602847843742891,-29.05696
GWO,30,-77.11004,-53.440108,-53.049015,7.271134829118254,-44.27276
FA,30,-30.76039,645.2125433333333,974.5473750000001,711.7098308710936,2979.94838
PSO,30,-65.40956,221.9331083333333,-39.78815,452.4755268294751,974.17216
GA,30,-57.85176,358.35461366666664,-36.404044999999996,565.1896478272222,1964.56942
ACO,30,-49.08733,-37.856492333333335,-38.132490000000004,5.9786022744754765,-23.01293
