corner,vdd,algo,run,feasible,penalty,objective,VREF,TC,LOOP_GAIN_DB,PHASE_MARGIN_DEG,GAIN_MARGIN_DB,POWER_UW,sim_failure
fs,1.98,ABC,0,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,1,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,2,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,3,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,4,0,2,52.39779,1.222559,19.55164,49.991,64.796,15.5363,45.46112,
fs,1.98,ABC,5,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,6,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,7,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,8,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,9,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,10,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,11,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,12,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,13,0,1,53.27181,1.222573,19.49688,50.1017,64.669,15.4695,46.42164,
fs,1.98,ABC,14,0,2,52.12453,1.222576,19.39273,49.991,64.706,15.526,45.16609,
fs,1.98,ABC,15,0,1,53.4139,1.222639,19.39173,50.0658,64.551,15.4479,48.09478,
fs,1.98,ABC,16,0,2,52.51965,1.222589,19.27851,49.9713,64.543,15.4893,44.89214,
fs,1.98,ABC,17,0,1,53.39473,1.222615,19.06495,50.1823,64.406,15.443,45.89219,
fs,1.98,ABC,18,0,1,53.35244,1.222605,19.12955,50.1701,64.479,15.4694,45.75584,
fs,1.98,ABC,19,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,20,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,21,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,22,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,23,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,24,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,25,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,26,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,27,0,2,53.29733,1.2226,19.2833,49.9762,64.521,15.4457,45.60977,
fs,1.98,ABC,28,0,6,-200.0,,,,,,,timeout
fs,1.98,ABC,29,0,1,48.01057,1.222254,20.93499,50.0852,65.878,16.0514,41.30654,
fs,1.98,ACO,0,0,2,50.36862,1.222561,19.69041,49.9482,65.238,15.6848,45.82111,
fs,1.98,ACO,1,0,6,-200.0,,,,,,,timeout
fs,1.98,ACO,2,0,2,50.81963,1.222595,19.54115,49.9423,65.123,15.6339,46.24232,
fs,1.98,ACO,3,0,6,-200.0,,,,,,,timeout
fs,1.98,ACO,4,0,6,-200.0,,,,,,,timeout
fs,1.98,ACO,5,0,2,51.47821,1.222619,19.43667,49.9363,65.0,15.579,46.60594,
fs,1.98,ACO,6,0,2,48.69792,1.222613,19.59539,49.9319,65.7,15.8565,46.6142,
