corner,vdd,algo,run,feasible,penalty,objective,VREF,TC,LOOP_GAIN_DB,PHASE_MARGIN_DEG,GAIN_MARGIN_DB,POWER_UW,sim_failure
ss,1.8,ABC,0,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,1,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,2,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,3,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,4,0,1,52.81029,1.221855,19.83075,50.2387,63.501999999999995,15.6088,45.44489,
ss,1.8,ABC,5,0,1,52.81024,1.221888,19.52269,50.2667,63.153000000000006,15.5137,45.06291,
ss,1.8,ABC,6,0,1,53.6189,1.22191,19.61162,50.2895,63.480000000000004,15.5867,46.28147,
ss,1.8,ABC,7,0,1,52.67942,1.221836,19.7765,50.5003,63.834999999999994,15.7482,46.23836,
ss,1.8,ABC,8,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,9,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,10,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,11,0,1,52.85328,1.22193,19.27899,50.7413,63.652,15.6648,47.9686,
ss,1.8,ABC,12,0,1,52.59445,1.221725,20.06601,50.6105,63.782,15.7826,44.25611,
ss,1.8,ABC,13,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,14,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,15,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,16,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,17,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,18,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,19,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,20,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,21,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,22,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,23,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,24,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,25,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,26,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,27,0,1,52.8106,1.221895,19.57218,50.2536,63.208,15.505,45.5935,
ss,1.8,ABC,28,0,6,-200.0,,,,,,,timeout
ss,1.8,ABC,29,0,1,51.94814,1.221501,21.2059,50.2443,64.625,16.1685,41.28863,
ss,1.8,ACO,0,0,1,53.35153,1.221854,19.90021,50.1728,63.94799999999999,15.7714,45.80478,
ss,1.8,ACO,1,0,1,53.373,1.221886,19.80049,50.1582,64.054,15.8094,46.26513,
ss,1.8,ACO,2,0,6,-200.0,,,,,,,timeout
ss,1.8,ACO,3,0,6,-200.0,,,,,,,timeout
ss,1.8,ACO,4,0,6,-200.0,,,,,,,timeout
ss,1.8,ACO,5,0,6,-200.0,,,,,,,timeout
