case,case_name,dim,run,seed,algo,pop,best_fitness,PSRR_DB,penalty,is_feasible,VREF,TC,LOOP_GAIN_DB,PHASE_MARGIN_DEG,GAIN_MARGIN_DB,POWER_UW,viol_vref,viol_tc,viol_loop_gain,viol_phase_margin,viol_gain_margin,viol_power,first_feasible_eval,best_feasible_found,best_feasible_fitness,best_feasible_PSRR,best_feasible_VREF,best_feasible_TC,best_feasible_LOOP_GAIN_DB,best_feasible_PHASE_MARGIN_DEG,best_feasible_GAIN_MARGIN_DB,best_feasible_POWER_UW,runtime_sec,eval_budget,actual_evals,last_improvement_eval,convergence_auc,sim_evals_worker_cum,sim_ok_worker_cum,sim_failures_worker_cum,server_restarts_worker_cum,psrr_def,PSRR_WC_DB,PSRR_100HZ_DB,best_feasible_PSRR_WC_DB,best_feasible_PSRR_100HZ_DB,evaluator_recovers_timeouts,x_w_pdiff,x_w_ncasc,x_w_pmir,x_w_pass,x_l_all,x_iss,x_vbnv,xf_w_pdiff,xf_w_ncasc,xf_w_pmir,xf_w_pass,xf_l_all,xf_iss,xf_vbnv,c_VREF_min,c_VREF_max,c_TC_max,c_LoopGain_min,c_PhaseMargin_min,c_GainMargin_min,c_Power_max
base,SKY130-BGR,7,5,317345,ACO,40,-55.63748,55.63748,0,1,1.221399,19.69922,50.0004,64.171,15.7304,46.58458,0,0,0,0,0,0,19.0,1,-55.63748,55.63748,1.221399,19.69922,50.0004,64.171,15.7304,46.58458,20756.77817344852,150000,150000,115480.0,-55.17527092347282,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.63748,55.63755,55.63748,55.63755,1,4.76,1.0,1.0,25.41,0.585,9.743763467983293,1.258403573724162,4.76,1.0,1.0,25.41,0.585,9.743763467983293,1.258403573724162,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,6,318345,ACO,40,-55.79047,55.79047,0,1,1.22137,19.83863,50.0137,64.808,16.0131,46.5921,0,0,0,0,0,0,37.0,1,-55.79047,55.79047,1.22137,19.83863,50.0137,64.808,16.0131,46.5921,20935.7807444986,150000,150000,141320.0,-55.361504489029926,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,55.79047,55.80368,55.79047,55.80368,1,4.385,1.0,1.0,24.25,0.6,9.746760627748989,1.2758514432355117,4.385,1.0,1.0,24.25,0.6,9.746760627748989,1.2758514432355117,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,7,319345,ACO,40,-55.81041,55.81041,0,1,1.221325,20.018,50.0002,64.83,16.0343,45.89795,0,0,0,0,0,0,2.0,1,-55.81041,55.81041,1.221325,20.018,50.0002,64.83,16.0343,45.89795,22665.22345335968,150000,150000,119040.0,-55.47827986979914,150001,149999,measure_failed=2,0,PSRR_worst_case_10Hz_10MHz,55.81041,55.81373,55.81041,55.81373,1,4.45,1.0,1.0,24.24,0.595,9.50625692962384,1.2816971947746891,4.45,1.0,1.0,24.24,0.595,9.50625692962384,1.2816971947746891,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,8,320345,ACO,40,-55.78779,55.78779,0,1,1.221393,19.74894,50.0004,64.581,15.9052,46.7489,0,0,0,0,0,0,1.0,1,-55.78779,55.78779,1.221393,19.74894,50.0004,64.581,15.9052,46.7489,21387.26868298091,150000,150000,126320.0,-55.442460429302855,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.78779,55.78779,55.78779,55.78779,1,4.495,1.0,1.0,24.65,0.595,9.800917873823176,1.2697602668089965,4.495,1.0,1.0,24.65,0.595,9.800917873823176,1.2697602668089965,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,9,321345,ACO,40,-55.73671,55.73671,0,1,1.221378,19.79384,50.0004,64.44,15.8482,46.45838,0,0,0,0,0,0,20.0,1,-55.73671,55.73671,1.221378,19.79384,50.0004,64.44,15.8482,46.45838,21316.45234783506,150000,150000,145400.0,-55.35889093567291,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.73671,55.73671,55.73671,55.73671,1,4.609999999999999,1.0,1.0,24.9,0.59,9.70020659767838,1.2680844525530923,4.609999999999999,1.0,1.0,24.9,0.59,9.70020659767838,1.2680844525530923,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,10,322345,ACO,40,-55.74451,55.74451,0,1,1.221359,19.86858,50.0001,64.494,15.8756,46.24596,0,0,0,0,0,0,16.0,1,-55.74451,55.74451,1.221359,19.86858,50.0001,64.494,15.8756,46.24596,21522.293998502195,150000,150000,138440.0,-55.45805848901426,150001,149999,measure_failed=2,0,PSRR_worst_case_10Hz_10MHz,55.74451,55.74451,55.74451,55.74451,1,4.6,1.0,1.0,24.775,0.59,9.626674974191753,1.2713044502807995,4.6,1.0,1.0,24.775,0.59,9.626674974191753,1.2713044502807995,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,11,323345,ACO,40,-55.79084,55.79084,0,1,1.221385,19.77388,50.0,64.608,15.9196,46.65125,0,0,0,0,0,0,1.0,1,-55.79084,55.79084,1.221385,19.77388,50.0,64.608,15.9196,46.65125,20839.05089277774,150000,150000,149680.0,-55.357156368242464,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,55.79084,55.79084,55.79084,55.79084,1,4.49,1.0,1.0,24.6,0.595,9.76710847644049,1.2711657879276328,4.49,1.0,1.0,24.6,0.595,9.76710847644049,1.2711657879276328,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,12,324345,ACO,40,-55.64712,55.64712,0,1,1.221385,19.74907,50.0003,64.226,15.7581,46.40418,0,0,0,0,0,0,12.0,1,-55.64712,55.64712,1.221385,19.74907,50.0003,64.226,15.7581,46.40418,21586.89013804868,150000,150000,72920.0,-55.22448825778839,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.64712,55.64712,55.64712,55.64712,1,4.75,1.0,1.0,25.325,0.585,9.68128894915368,1.2615627478392952,4.75,1.0,1.0,25.325,0.585,9.68128894915368,1.2615627478392952,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,13,325345,ACO,40,-55.74101,55.74101,0,1,1.221367,19.83868,50.0,64.465,15.861,46.34305,0,0,0,0,0,0,109.0,1,-55.74101,55.74101,1.221367,19.83868,50.0,64.465,15.861,46.34305,22077.06264428608,150000,150000,67840.0,-53.80367446716311,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,55.74101,55.74103,55.74101,55.74103,1,4.605,1.0,1.0,24.82,0.59,9.660298886737843,1.2698388675462238,4.605,1.0,1.0,24.82,0.59,9.660298886737843,1.2698388675462238,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,14,326345,ACO,40,-55.73665,55.73665,0,1,1.221378,19.78888,50.0001,64.44,15.848,46.46066,0,0,0,0,0,0,4.0,1,-55.73665,55.73665,1.221378,19.78888,50.0001,64.44,15.848,46.46066,21066.70086330548,150000,150000,98520.0,-55.32853581433875,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.73665,55.73665,55.73665,55.73665,1,4.609999999999999,1.0,1.0,24.9,0.59,9.700998217279675,1.2680582575153403,4.609999999999999,1.0,1.0,24.9,0.59,9.700998217279675,1.2680582575153403,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,15,327345,ACO,40,-55.733,55.733,0,1,1.221385,19.76395,50.0,64.411,15.8338,46.55277,0,0,0,0,0,0,1.0,1,-55.733,55.733,1.221385,19.76395,50.0,64.411,15.8338,46.55277,22182.756001152095,150000,150000,138120.0,-55.33402167221115,150001,149999,measure_failed=2,0,PSRR_worst_case_10Hz_10MHz,55.733,55.73323,55.733,55.73323,1,4.615,1.0,1.0,24.94,0.59,9.732901525088248,1.2666341248605082,4.615,1.0,1.0,24.94,0.59,9.732901525088248,1.2666341248605082,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,16,328345,ACO,40,-55.73681,55.73681,0,1,1.221378,19.79384,50.0005,64.44,15.8481,46.4585,0,0,0,0,0,0,30.0,1,-55.73681,55.73681,1.221378,19.79384,50.0005,64.44,15.8481,46.4585,20258.650978719816,150000,150000,88880.0,-55.33132764242762,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.73681,55.73681,55.73681,55.73681,1,4.609999999999999,1.0,1.0,24.9,0.59,9.700251193425732,1.2680840436256964,4.609999999999999,1.0,1.0,24.9,0.59,9.700251193425732,1.2680840436256964,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,17,329345,ACO,40,-55.79092,55.79092,0,1,1.221386,19.77386,50.0004,64.608,15.9191,46.6598,0,0,0,0,0,0,40.0,1,-55.79092,55.79092,1.221386,19.77386,50.0004,64.608,15.9191,46.6598,21692.55154396966,150000,150000,145280.0,-55.45496904889367,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,55.79092,55.79092,55.79092,55.79092,1,4.49,1.0,1.0,24.61,0.595,9.770061527209169,1.271058041138176,4.49,1.0,1.0,24.61,0.595,9.770061527209169,1.271058041138176,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,18,330345,ACO,40,-55.54283,55.54283,0,1,1.221362,19.82387,50.0001,64.116,15.7252,45.94797,0,0,0,0,0,0,92.0,1,-55.54283,55.54283,1.221362,19.82387,50.0001,64.116,15.7252,45.94797,15087.919977776706,150000,150000,94320.0,-53.473812517483445,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,55.54283,55.54283,55.54283,55.54283,1,4.885,1.0,1.0,25.6,0.58,9.523141763045295,1.2604466721745695,4.885,1.0,1.0,25.6,0.58,9.523141763045295,1.2604466721745695,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,19,331345,ACO,40,-55.79131,55.79131,0,1,1.221383,19.78383,50.0003,64.608,15.9184,46.63654,0,0,0,0,0,0,172.0,1,-55.79131,55.79131,1.221383,19.78383,50.0003,64.608,15.9184,46.63654,21025.14168809168,150000,150000,127120.0,-53.78464168193788,150001,149998,measure_failed=3,0,PSRR_worst_case_10Hz_10MHz,55.79131,55.79131,55.79131,55.79131,1,4.49,1.0,1.0,24.58,0.595,9.762029877260096,1.2713564290473571,4.49,1.0,1.0,24.58,0.595,9.762029877260096,1.2713564290473571,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,20,332345,ACO,40,-55.61983,55.61983,0,1,1.22134,19.89866,50.0,64.066,15.635,45.30541,0,0,0,0,0,0,90.0,1,-55.61983,55.61983,1.22134,19.89866,50.0,64.066,15.635,45.30541,19843.31789555587,150000,150000,106720.0,-53.60525995946973,150001,149999,measure_failed=2,0,PSRR_worst_case_10Hz_10MHz,55.61983,55.61983,55.61983,55.61983,1,5.035,1.0,1.0,26.04,0.575,9.300262738061972,1.2653111078133967,5.035,1.0,1.0,26.04,0.575,9.300262738061972,1.2653111078133967,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,21,333345,ACO,40,-55.73302,55.73302,0,1,1.221384,19.76893,50.0001,64.411,15.8339,46.54364,0,0,0,0,0,0,90.0,1,-55.73302,55.73302,1.221384,19.76893,50.0001,64.411,15.8339,46.54364,21061.84292364865,150000,150000,134560.0,-51.93006774754498,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,55.73302,55.73302,55.73302,55.73302,1,4.615,1.0,1.0,24.93,0.59,9.729745555131627,1.2667535058375563,4.615,1.0,1.0,24.93,0.59,9.729745555131627,1.2667535058375563,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,22,334345,ACO,40,-55.73664,55.73664,0,1,1.221379,19.79382,50.0001,64.441,15.8481,46.46264,0,0,0,0,0,0,6.0,1,-55.73664,55.73664,1.221379,19.79382,50.0001,64.441,15.8481,46.46264,22744.72784678265,150000,150000,106440.0,-55.4546571805712,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.73664,55.73681,55.73664,55.73681,1,4.609999999999999,1.0,1.0,24.905,0.59,9.701683601674931,1.2680259555114273,4.609999999999999,1.0,1.0,24.905,0.59,9.701683601674931,1.2680259555114273,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,23,335345,ACO,40,-55.67194,55.67194,0,1,1.221331,19.96332,50.0004,64.396,15.8432,45.77157,0,0,0,0,0,0,76.0,1,-55.67194,55.67194,1.221331,19.96332,50.0004,64.396,15.8432,45.77157,20875.1586929746,150000,150000,104480.0,-53.683195297601976,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,55.67194,55.67194,55.67194,55.67194,1,4.720000000000001,1.0,1.0,24.975,0.585,9.462275789078758,1.2718664330912277,4.720000000000001,1.0,1.0,24.975,0.585,9.462275789078758,1.2718664330912277,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,24,336345,ACO,40,-55.64705,55.64705,0,1,1.221385,19.74907,50.0001,64.225,15.7581,46.40654,0,0,0,0,0,0,3.0,1,-55.64705,55.64705,1.221385,19.74907,50.0001,64.225,15.7581,46.40654,21002.566099105403,150000,150000,99080.0,-55.24791075356702,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.64705,55.64705,55.64705,55.64705,1,4.75,1.0,1.0,25.325,0.585,9.682111774557622,1.2615316158917078,4.75,1.0,1.0,25.325,0.585,9.682111774557622,1.2615316158917078,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,25,337345,ACO,40,-54.37076,54.37076,0,1,1.2214,19.46599,50.0095,62.559,15.2382,49.49357,0,0,0,0,0,0,19.0,1,-54.37076,54.37076,1.2214,19.46599,50.0095,62.559,15.2382,49.49357,20990.27415889129,150000,150000,75000.0,-53.958726025006825,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,54.37076,54.37076,54.37076,54.37076,1,5.295,1.0,1.255,28.84,0.59,10.75375945849792,0.9000090984966744,5.295,1.0,1.255,28.84,0.59,10.75375945849792,0.9000090984966744,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,26,338345,ACO,40,-55.52691,55.52691,0,1,1.221392,19.71422,50.0003,64.032,15.683,46.28408,0,0,0,0,0,0,56.0,1,-55.52691,55.52691,1.221392,19.71422,50.0003,64.032,15.683,46.28408,20878.082914596424,150000,150000,114120.0,-53.45282025783505,150001,149997,measure_failed=4,0,PSRR_worst_case_10Hz_10MHz,55.52691,55.52691,55.52691,55.52691,1,4.9,1.0,1.0,25.805,0.58,9.639498106876497,1.254216063416823,4.9,1.0,1.0,25.805,0.58,9.639498106876497,1.254216063416823,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,27,339345,ACO,40,-55.65587,55.65587,0,1,1.221367,19.81883,50.0,64.283,15.786,46.19594,0,0,0,0,0,0,48.0,1,-55.65587,55.65587,1.221367,19.81883,50.0,64.283,15.786,46.19594,22845.00701875612,150000,150000,127640.0,-53.63344667077779,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,55.65587,55.65587,55.65587,55.65587,1,4.74,1.0,1.0,25.21,0.585,9.60919613358555,1.2650365604830975,4.74,1.0,1.0,25.21,0.585,9.60919613358555,1.2650365604830975,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,28,340345,ACO,40,-55.74053,55.74053,0,1,1.221371,19.82372,50.0,64.466,15.8618,46.3698,0,0,0,0,0,0,17.0,1,-55.74053,55.74053,1.221371,19.82372,50.0,64.466,15.8618,46.3698,21912.395641749725,150000,150000,52480.0,-55.27965569560463,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.74053,55.74053,55.74053,55.74053,1,4.605,1.0,1.0,24.855,0.59,9.669538022180824,1.269470273094663,4.605,1.0,1.0,24.855,0.59,9.669538022180824,1.269470273094663,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,29,341345,ACO,40,-55.73261,55.73261,0,1,1.221387,19.75896,50.0003,64.412,15.8348,46.55952,0,0,0,0,0,0,140.0,1,-55.73261,55.73261,1.221387,19.75896,50.0003,64.412,15.8348,46.55952,21993.73908376321,150000,150000,146960.0,-53.63376804692031,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.73261,55.73262,55.73261,55.73262,1,4.615,1.0,1.0,24.955,0.59,9.735225978225316,1.26652368662082,4.615,1.0,1.0,24.955,0.59,9.735225978225316,1.26652368662082,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,0,312345,FA,40,-43.21018,43.21018,0,1,1.220044,25.99509,50.656,62.227,25.4652,26.31496,0,0,0,0,0,0,59.0,1,-43.21018,43.21018,1.220044,25.99509,50.656,62.227,25.4652,26.31496,3243.1738704312597,150000,150000,22443.0,-40.96293567770452,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,43.21018,43.21018,43.21018,43.21018,1,5.33,1.17,13.03,16.28,1.265,2.722456612903969,0.9536783688950994,5.33,1.17,13.03,16.28,1.265,2.722456612903969,0.9536783688950994,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,1,313345,FA,40,-41.739,41.739,0,1,1.220621,23.06824,50.0006,60.56399999999999,15.0515,53.34113,0,0,0,0,0,0,35.0,1,-41.739,41.739,1.220621,23.06824,50.0006,60.56399999999999,15.0515,53.34113,3740.132330903784,150000,150000,15754.0,-41.45666873939159,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,41.739,54.65527,41.739,54.65527,1,6.825,1.04,4.76,50.095,0.6950000000000001,12.098702788554355,0.9339705385902732,6.825,1.04,4.76,50.095,0.6950000000000001,12.098702788554355,0.9339705385902732,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,2,314345,FA,40,-54.25691,54.25691,0,1,1.2214,19.36675,50.0016,62.545,15.1191,48.77597,0,0,0,0,0,0,41.0,1,-54.25691,54.25691,1.2214,19.36675,50.0016,62.545,15.1191,48.77597,2777.7583909463137,150000,150000,14426.0,-52.15969386932581,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.25691,54.25691,54.25691,54.25691,1,5.3,1.0,1.125,27.285,0.58,10.504618973524552,0.9426945492174654,5.3,1.0,1.125,27.285,0.58,10.504618973524552,0.9426945492174654,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,3,315345,FA,40,-45.08261,45.08261,0,1,1.219959,25.9969,50.9756,62.752,19.1697,27.3501,0,0,0,0,0,0,118.0,1,-45.08261,45.08261,1.219959,25.9969,50.9756,62.752,19.1697,27.3501,2944.2844463121146,150000,150000,15506.0,-43.21742831265542,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,45.08261,45.08261,45.08261,45.08261,1,10.425,1.0,8.815000000000001,29.06,0.8400000000000001,3.082178670199566,1.305683797543253,10.425,1.0,8.815000000000001,29.06,0.8400000000000001,3.082178670199566,1.305683797543253,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,4,316345,FA,40,-37.36661,37.36661,0,1,1.220744,22.61909,50.0126,60.019000000000005,14.273,51.38212,0,0,0,0,0,0,42.0,1,-37.36661,37.36661,1.220744,22.61909,50.0126,60.019000000000005,14.273,51.38212,3525.2057722620666,150000,150000,13805.0,-33.648028271661815,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,37.36661,55.0956,37.36661,55.0956,1,9.14,1.0,5.765,68.41,0.67,11.416867269880106,1.0806349963154238,9.14,1.0,5.765,68.41,0.67,11.416867269880106,1.0806349963154238,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,5,317345,FA,40,-44.87076,44.87076,0,1,1.219971,25.99664,51.3385,62.491,21.7766,26.93615,0,0,0,0,0,0,19.0,1,-44.87076,44.87076,1.219971,25.99664,51.3385,62.491,21.7766,26.93615,2207.832655571401,150000,150000,10477.0,-44.609350201168,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,44.87076,44.87076,44.87076,44.87076,1,9.415,1.0,12.04,29.76,0.905,2.9383588538781744,1.133936220830531,9.415,1.0,12.04,29.76,0.905,2.9383588538781744,1.133936220830531,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,6,318345,FA,40,-44.64254,44.64254,0,1,1.219973,25.99163,51.3116,61.669,22.2907,26.55038,0,0,0,0,0,0,37.0,1,-44.64254,44.64254,1.219973,25.99163,51.3116,61.669,22.2907,26.55038,2836.394551768899,150000,150000,18192.0,-44.28224573727157,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,44.64254,44.64782,44.64254,44.64782,1,11.54,1.0,16.53,36.27,0.875,2.804255487618516,1.1673444083346294,11.54,1.0,16.53,36.27,0.875,2.804255487618516,1.1673444083346294,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,7,319345,FA,40,-30.00305,30.00305,0,1,1.219818,25.9999,50.0,61.531000000000006,28.5108,26.83147,0,0,0,0,0,0,2.0,1,-30.00305,30.00305,1.219818,25.9999,50.0,61.531000000000006,28.5108,26.83147,3657.763821510598,150000,150000,11634.0,-29.83687442446282,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,30.00305,42.3522,30.00305,42.3522,1,4.815,1.0,35.315,16.275,2.0,2.9048665163671865,0.9656205210056268,4.815,1.0,35.315,16.275,2.0,2.9048665163671865,0.9656205210056268,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,8,320345,FA,40,-30.00496,30.00496,0,1,1.219855,25.87491,50.0,61.514,28.6057,26.70475,0,0,0,0,0,0,1.0,1,-30.00496,30.00496,1.219855,25.87491,50.0,61.514,28.6057,26.70475,3788.978483594954,150000,150000,13300.0,-29.926825177267848,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,30.00496,42.27096,30.00496,42.27096,1,4.83,1.0,36.565,16.47,2.0,2.8604238254643217,0.9620911475476108,4.83,1.0,36.565,16.47,2.0,2.8604238254643217,0.9620911475476108,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,9,321345,FA,40,-54.07455,54.07455,0,1,1.2214,19.20796,50.1833,62.465,15.101,47.60665,0,0,0,0,0,0,20.0,1,-54.07455,54.07455,1.2214,19.20796,50.1833,62.465,15.101,47.60665,3506.6793938209303,150000,150000,19043.0,-53.65859338518924,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.07455,54.07455,54.07455,54.07455,1,5.72,1.115,1.13,29.645,0.575,10.098545972308829,0.9416339736847718,5.72,1.115,1.13,29.645,0.575,10.098545972308829,0.9416339736847718,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,10,322345,FA,40,-54.19221,54.19221,0,1,1.221399,19.46104,50.0049,61.735,14.7695,49.28783,0,0,0,0,0,0,16.0,1,-54.19221,54.19221,1.221399,19.46104,50.0049,61.735,14.7695,49.28783,3512.7803002633154,150000,150000,16781.0,-53.97328825391269,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.19221,54.19221,54.19221,54.19221,1,5.18,1.925,1.16,27.215,0.585,10.68236234631778,0.935007895024626,5.18,1.925,1.16,27.215,0.585,10.68236234631778,0.935007895024626,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,11,323345,FA,40,-44.12132,44.12132,0,1,1.219933,25.25226,50.0006,61.80500000000001,15.98,43.15955,0,0,0,0,0,0,1.0,1,-44.12132,44.12132,1.219933,25.25226,50.0006,61.80500000000001,15.98,43.15955,3589.5293851513416,150000,150000,17919.0,-43.81020519350129,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,44.12132,52.50852,44.12132,52.50852,1,7.065,1.0,5.0,40.245,0.685,8.571540247784522,1.0959619109767995,7.065,1.0,5.0,40.245,0.685,8.571540247784522,1.0959619109767995,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,12,324345,FA,40,-42.23144,42.23144,0,1,1.220403,23.72291,50.0004,61.282,15.4419,48.84588,0,0,0,0,0,0,12.0,1,-42.23144,42.23144,1.220403,23.72291,50.0004,61.282,15.4419,48.84588,3579.376130245626,150000,150000,14312.0,-41.910544021493486,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,42.23144,53.89779,42.23144,53.89779,1,6.9750000000000005,1.035,4.635,46.525,0.6900000000000001,10.540418563253589,1.1079295127376467,6.9750000000000005,1.035,4.635,46.525,0.6900000000000001,10.540418563253589,1.1079295127376467,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,13,325345,FA,40,-48.96627,48.96627,0,1,1.219776,25.99583,50.0,62.98,17.238,46.56397,0,0,0,0,0,0,44.0,1,-48.96627,48.96627,1.219776,25.99583,50.0,62.98,17.238,46.56397,3518.583848655224,150000,150000,15310.0,-46.89161875235834,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,48.96627,52.07278,48.96627,52.07278,1,4.69,1.0,4.385,28.005,0.77,9.75573456755672,1.0040471969582978,4.69,1.0,4.385,28.005,0.77,9.75573456755672,1.0040471969582978,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,14,326345,FA,40,-49.82991,49.82991,0,1,1.219706,25.99235,50.0003,64.19,17.3884,35.90849,0,0,0,0,0,0,4.0,1,-49.82991,49.82991,1.219706,25.99235,50.0003,64.19,17.3884,35.90849,3225.303641816601,150000,150000,17877.0,-49.20310179764531,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,49.82991,49.82991,49.82991,49.82991,1,6.125,1.0,3.555,26.545,0.7250000000000001,6.056709047527884,1.0411202549273029,6.125,1.0,3.555,26.545,0.7250000000000001,6.056709047527884,1.0411202549273029,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,15,327345,FA,40,-46.01839,46.01839,0,1,1.221398,19.33701,50.4024,62.527,15.3749,43.64572,0,0,0,0,0,0,1.0,1,-46.01839,46.01839,1.221398,19.33701,50.4024,62.527,15.3749,43.64572,4003.5295378789306,150000,150000,16004.0,-45.70003467136447,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,46.01839,53.48126,46.01839,53.48126,1,8.32,1.26,1.445,42.865,0.57,8.723060216321517,0.973227304022739,8.32,1.26,1.445,42.865,0.57,8.723060216321517,0.973227304022739,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,16,328345,FA,40,-36.38398,36.38398,0,1,1.220721,22.6642,50.0898,60.003,14.1146,51.44436,0,0,0,0,0,0,30.0,1,-36.38398,36.38398,1.220721,22.6642,50.0898,60.003,14.1146,51.44436,3862.195915110409,150000,150000,13497.0,-36.19842207849052,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,36.38398,55.14334,36.38398,55.14334,1,9.29,1.52,6.22,72.26,0.675,11.43873107152653,1.029652233792255,9.29,1.52,6.22,72.26,0.675,11.43873107152653,1.029652233792255,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
