case,case_name,dim,run,seed,algo,pop,best_fitness,PSRR_DB,penalty,is_feasible,VREF,TC,LOOP_GAIN_DB,PHASE_MARGIN_DEG,GAIN_MARGIN_DB,POWER_UW,viol_vref,viol_tc,viol_loop_gain,viol_phase_margin,viol_gain_margin,viol_power,first_feasible_eval,best_feasible_found,best_feasible_fitness,best_feasible_PSRR,best_feasible_VREF,best_feasible_TC,best_feasible_LOOP_GAIN_DB,best_feasible_PHASE_MARGIN_DEG,best_feasible_GAIN_MARGIN_DB,best_feasible_POWER_UW,runtime_sec,eval_budget,actual_evals,last_improvement_eval,convergence_auc,sim_evals_worker_cum,sim_ok_worker_cum,sim_failures_worker_cum,server_restarts_worker_cum,psrr_def,PSRR_WC_DB,PSRR_100HZ_DB,best_feasible_PSRR_WC_DB,best_feasible_PSRR_100HZ_DB,evaluator_recovers_timeouts,x_w_pdiff,x_w_ncasc,x_w_pmir,x_w_pass,x_l_all,x_iss,x_vbnv,xf_w_pdiff,xf_w_ncasc,xf_w_pmir,xf_w_pass,xf_l_all,xf_iss,xf_vbnv,c_VREF_min,c_VREF_max,c_TC_max,c_LoopGain_min,c_PhaseMargin_min,c_GainMargin_min,c_Power_max
base,SKY130-BGR,7,0,312345,GWO,40,-55.78362,55.78362,0,1,1.221345,19.93828,50.0007,64.731,15.9891,46.17911,0,0,0,0,0,0,41.0,1,-55.78362,55.78362,1.221345,19.93828,50.0007,64.731,15.9891,46.17911,22990.71518480405,150000,150000,149920.0,-51.81197861885746,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.78362,55.7843,55.78362,55.7843,1,4.475,1.0,1.005,24.435,0.595,9.603645090618445,1.277511413605155,4.475,1.0,1.005,24.435,0.595,9.603645090618445,1.277511413605155,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,1,313345,GWO,40,-55.71441,55.71441,0,1,1.221368,19.84362,50.0016,64.695,15.972,46.3338,0,0,0,0,0,0,35.0,1,-55.71441,55.71441,1.221368,19.84362,50.0016,64.695,15.972,46.3338,23099.285972559825,150000,150000,149920.0,-53.65180565703771,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,55.71441,55.71441,55.71441,55.71441,1,4.455,1.07,1.0,24.55,0.595,9.657082474037546,1.2739589157721185,4.455,1.07,1.0,24.55,0.595,9.657082474037546,1.2739589157721185,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,2,314345,GWO,40,-55.73207,55.73207,0,1,1.221376,19.79883,50.0003,64.461,15.8601,46.41073,0,0,0,0,0,0,46.0,1,-55.73207,55.73207,1.221376,19.79883,50.0003,64.461,15.8601,46.41073,22831.934360677376,150000,150000,150000.0,-51.66918428089521,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.73207,55.73271,55.73207,55.73271,1,4.605,1.005,1.0,24.905,0.59,9.683683483388457,1.2687216080500174,4.605,1.005,1.0,24.905,0.59,9.683683483388457,1.2687216080500174,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,3,315345,GWO,40,-55.73878,55.73878,0,1,1.221343,19.94327,50.0012,64.8,16.0244,46.01567,0,0,0,0,0,0,42.0,1,-55.73878,55.73878,1.221343,19.94327,50.0012,64.8,16.0244,46.01567,23732.081014897674,150000,150000,149600.0,-52.175506449176325,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.73878,55.73878,55.73878,55.73878,1,4.44,1.055,1.0,24.395,0.595,9.546917621500128,1.2787266699048123,4.44,1.055,1.0,24.395,0.595,9.546917621500128,1.2787266699048123,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,4,316345,GWO,40,-55.79718,55.79718,0,1,1.221331,20.00798,50.0012,65.036,16.1325,45.97065,0,0,0,0,0,0,47.0,1,-55.79718,55.79718,1.221331,20.00798,50.0012,65.036,16.1325,45.97065,22821.21540639549,150000,150000,149960.0,-50.07920799615331,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.79718,55.79749,55.79718,55.79749,1,4.325,1.03,1.0,24.0,0.6,9.531447012562223,1.284176197409276,4.325,1.03,1.0,24.0,0.6,9.531447012562223,1.284176197409276,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,5,317345,GWO,40,-55.81916,55.81916,0,1,1.221383,19.83345,50.0004,65.282,16.2353,46.67684,0,0,0,0,0,0,19.0,1,-55.81916,55.81916,1.221383,19.83345,50.0004,65.282,16.2353,46.67684,22834.146973308176,150000,150000,149760.0,-53.5347397890986,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.81916,55.81916,55.81916,55.81916,1,4.155,1.0,1.0,23.77,0.61,9.776057065999558,1.2832519452065745,4.155,1.0,1.0,23.77,0.61,9.776057065999558,1.2832519452065745,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,6,318345,GWO,40,-55.73207,55.73207,0,1,1.221395,19.7489,50.0001,64.532,15.8939,46.81161,0,0,0,0,0,0,37.0,1,-55.73207,55.73207,1.221395,19.7489,50.0001,64.532,15.8939,46.81161,22756.977706447244,150000,150000,149760.0,-53.29726446542977,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.73207,55.735,55.73207,55.735,1,4.515000000000001,1.01,1.01,24.815,0.595,9.82267580881475,1.2679140371456974,4.515000000000001,1.01,1.01,24.815,0.595,9.82267580881475,1.2679140371456974,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,7,319345,GWO,40,-55.72995,55.72995,0,1,1.221153,20.69083,50.0003,65.383,16.3442,43.80059,0,0,0,0,0,0,2.0,1,-55.72995,55.72995,1.221153,20.69083,50.0003,65.383,16.3442,43.80059,22946.47826608829,150000,150000,149880.0,-53.40724380615871,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,55.72995,55.72995,55.72995,55.72995,1,4.355,1.045,1.005,23.265,0.595,8.780037724727213,1.306182830361254,4.355,1.045,1.005,23.265,0.595,8.780037724727213,1.306182830361254,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,8,320345,GWO,40,-55.50946,55.50946,0,1,1.221331,19.94347,50.0006,64.131,15.6748,45.02538,0,0,0,0,0,0,1.0,1,-55.50946,55.50946,1.221331,19.94347,50.0006,64.131,15.6748,45.02538,23602.018430495635,150000,150000,149840.0,-53.67986862182413,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.50946,55.51037,55.50946,55.51037,1,4.975,1.145,1.0,26.035,0.575,9.203133032237677,1.268973990645203,4.975,1.145,1.0,26.035,0.575,9.203133032237677,1.268973990645203,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,9,321345,GWO,40,-55.61447,55.61447,0,1,1.221328,20.01795,50.0076,65.012,16.139,45.86184,0,0,0,0,0,0,20.0,1,-55.61447,55.61447,1.221328,20.01795,50.0076,65.012,16.139,45.86184,23230.45564489113,150000,150000,149920.0,-53.87284362509083,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.61447,55.61447,55.61447,55.61447,1,4.3100000000000005,1.14,1.005,24.125,0.6,9.493696091182844,1.282002638721082,4.3100000000000005,1.14,1.005,24.125,0.6,9.493696091182844,1.282002638721082,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,10,322345,GWO,40,-55.65817,55.65817,0,1,1.221339,19.94334,50.0,64.595,15.9373,45.86423,0,0,0,0,0,0,16.0,1,-55.65817,55.65817,1.221339,19.94334,50.0,64.595,15.9373,45.86423,22402.651598364115,150000,150000,150000.0,-53.930336354700025,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.65817,55.65831,55.65817,55.65831,1,4.555,1.09,1.0,24.7,0.59,9.494374261854515,1.2750003061539097,4.555,1.09,1.0,24.7,0.59,9.494374261854515,1.2750003061539097,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,11,323345,GWO,40,-55.73009,55.73009,0,1,1.221396,19.74393,50.0031,64.527,15.8916,46.82723,0,0,0,0,0,0,1.0,1,-55.73009,55.73009,1.221396,19.74393,50.0031,64.527,15.8916,46.82723,22971.318086104468,150000,150000,149480.0,-53.501742479816535,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.73009,55.73322,55.73009,55.73322,1,4.52,1.005,1.01,24.84,0.595,9.828086819407424,1.2675385462186388,4.52,1.005,1.01,24.84,0.595,9.828086819407424,1.2675385462186388,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,12,324345,GWO,40,-55.83102,55.83102,0,1,1.221321,20.04784,50.0013,65.049,16.1369,45.90484,0,0,0,0,0,0,12.0,1,-55.83102,55.83102,1.221321,20.04784,50.0013,65.049,16.1369,45.90484,23336.89472815767,150000,150000,149480.0,-53.57290823165488,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.83102,55.83102,55.83102,55.83102,1,4.33,1.005,1.0,23.92,0.6,9.50871228734692,1.2855961545503936,4.33,1.005,1.0,23.92,0.6,9.50871228734692,1.2855961545503936,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,13,325345,GWO,40,-55.78242,55.78242,0,1,1.221389,19.79366,50.0002,65.021,16.1134,46.74114,0,0,0,0,0,0,62.0,1,-55.78242,55.78242,1.221389,19.79366,50.0002,65.021,16.1134,46.74114,22802.847574662417,150000,150000,150000.0,-52.33592790005267,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.78242,55.78422,55.78242,55.78422,1,4.255,1.035,1.0,24.055,0.605,9.79830533312171,1.2780622692405992,4.255,1.035,1.0,24.055,0.605,9.79830533312171,1.2780622692405992,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,14,326345,GWO,40,-55.75226,55.75226,0,1,1.221322,20.00813,50.0006,64.63,15.9463,45.77657,0,0,0,0,0,0,4.0,1,-55.75226,55.75226,1.221322,20.00813,50.0006,64.63,15.9463,45.77657,22326.539827326316,150000,150000,150000.0,-53.59298714141427,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.75226,55.75226,55.75226,55.75226,1,4.575,1.005,1.0,24.555,0.59,9.464136151340282,1.2780569671958375,4.575,1.005,1.0,24.555,0.59,9.464136151340282,1.2780569671958375,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,15,327345,GWO,40,-55.7891,55.7891,0,1,1.221376,19.81372,50.0005,64.657,15.9452,46.50961,0,0,0,0,0,0,1.0,1,-55.7891,55.7891,1.221376,19.81372,50.0005,64.657,15.9452,46.50961,23196.08523895405,150000,150000,150000.0,-53.69766759231728,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.7891,55.7891,55.7891,55.7891,1,4.48,1.005,1.0,24.56,0.595,9.718033979851633,1.2730909784784956,4.48,1.005,1.0,24.56,0.595,9.718033979851633,1.2730909784784956,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,16,328345,GWO,40,-55.60091,55.60091,0,1,1.221376,19.79883,50.0008,64.474,15.8802,46.25602,0,0,0,0,0,0,30.0,1,-55.60091,55.60091,1.221376,19.79883,50.0008,64.474,15.8802,46.25602,23040.68959006853,150000,150000,150000.0,-53.67919876126841,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.60091,55.60091,55.60091,55.60091,1,4.565,1.135,1.0,24.96,0.59,9.629970516380505,1.268259344622087,4.565,1.135,1.0,24.96,0.59,9.629970516380505,1.268259344622087,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,17,329345,GWO,40,-55.6659,55.6659,0,1,1.22137,19.89817,50.0002,64.755,16.0242,47.00813,0,0,0,0,0,0,40.0,1,-55.6659,55.6659,1.22137,19.89817,50.0002,64.755,16.0242,47.00813,24181.103334387764,150000,150000,149920.0,-53.47068178661191,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.6659,55.6659,55.6659,55.6659,1,4.365,1.005,1.045,24.495,0.605,9.891224472389402,1.272997538104119,4.365,1.005,1.045,24.495,0.605,9.891224472389402,1.272997538104119,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,18,330345,GWO,40,-55.79899,55.79899,0,1,1.221362,19.87349,50.0003,64.719,15.9767,46.32419,0,0,0,0,0,0,42.0,1,-55.79899,55.79899,1.221362,19.87349,50.0003,64.719,15.9767,46.32419,23343.54513281584,150000,150000,149920.0,-51.91141100030666,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.79899,55.79899,55.79899,55.79899,1,4.470000000000001,1.0,1.0,24.48,0.595,9.653820941360747,1.275837942635712,4.470000000000001,1.0,1.0,24.48,0.595,9.653820941360747,1.275837942635712,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,19,331345,GWO,40,-55.80166,55.80166,0,1,1.221393,19.79359,50.0022,65.248,16.2186,46.78551,0,0,0,0,0,0,50.0,1,-55.80166,55.80166,1.221393,19.79359,50.0022,65.248,16.2186,46.78551,22227.894712347537,150000,150000,149880.0,-51.93572241660944,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.80166,55.80199,55.80166,55.80199,1,4.16,1.01,1.0,23.845,0.61,9.813671174912129,1.2815800396967925,4.16,1.01,1.0,23.845,0.61,9.813671174912129,1.2815800396967925,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,20,332345,GWO,40,-55.78651,55.78651,0,1,1.221126,20.78558,50.0115,65.5,16.3982,43.46933,0,0,0,0,0,0,52.0,1,-55.78651,55.78651,1.221126,20.78558,50.0115,65.5,16.3982,43.46933,23258.508581645787,150000,150000,147880.0,-52.02277900713005,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.78651,55.78651,55.78651,55.78651,1,4.355,1.0,1.0,23.09,0.595,8.665328075080582,1.3108080732435323,4.355,1.0,1.0,23.09,0.595,8.665328075080582,1.3108080732435323,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,21,333345,GWO,40,-55.79042,55.79042,0,1,1.22138,19.79877,50.0007,64.639,15.9353,46.5685,0,0,0,0,0,0,45.0,1,-55.79042,55.79042,1.22138,19.79877,50.0007,64.639,15.9353,46.5685,23140.79836988449,150000,150000,149800.0,-50.34948187660584,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.79042,55.79042,55.79042,55.79042,1,4.484999999999999,1.0,1.0,24.58,0.595,9.738438982456476,1.2723058609620173,4.484999999999999,1.0,1.0,24.58,0.595,9.738438982456476,1.2723058609620173,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,22,334345,GWO,40,-55.73262,55.73262,0,1,1.221299,20.13753,50.001,65.016,16.1414,45.75661,0,0,0,0,0,0,6.0,1,-55.73262,55.73262,1.221299,20.13753,50.001,65.016,16.1414,45.75661,22599.225195039064,150000,150000,149800.0,-53.794785572593824,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.73262,55.73262,55.73262,55.73262,1,4.345000000000001,1.04,1.015,23.99,0.6,9.457494158604623,1.2858987742959929,4.345000000000001,1.04,1.015,23.99,0.6,9.457494158604623,1.2858987742959929,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,23,335345,GWO,40,-55.78009,55.78009,0,1,1.221163,20.65095,50.0017,65.41,16.349,43.86308,0,0,0,0,0,0,45.0,1,-55.78009,55.78009,1.221163,20.65095,50.0017,65.41,16.349,43.86308,23962.073712509125,150000,150000,150000.0,-51.88622955039701,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.78009,55.78119,55.78009,55.78119,1,4.35,1.025,1.0,23.285,0.595,8.801611127195251,1.3061868872780524,4.35,1.025,1.0,23.285,0.595,8.801611127195251,1.3061868872780524,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,24,336345,GWO,40,-55.34716,55.34716,0,1,1.221382,19.77889,50.002,64.528,15.9292,45.96854,0,0,0,0,0,0,3.0,1,-55.34716,55.34716,1.221382,19.77889,50.002,64.528,15.9292,45.96854,22788.387371513996,150000,150000,150000.0,-53.558937159509725,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.34716,55.34716,55.34716,55.34716,1,4.495,1.365,1.0,25.155,0.59,9.530079177253208,1.2672031130095138,4.495,1.365,1.0,25.155,0.59,9.530079177253208,1.2672031130095138,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,25,337345,GWO,40,-55.69126,55.69126,0,1,1.221388,19.78375,50.0,64.468,15.8738,46.8509,0,0,0,0,0,0,19.0,1,-55.69126,55.69126,1.221388,19.78375,50.0,64.468,15.8738,46.8509,23527.22467582114,150000,150000,149960.0,-53.71006885435902,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.69126,55.69376,55.69126,55.69376,1,4.54,1.01,1.02,24.9,0.595,9.83638665016308,1.2664857268419862,4.54,1.01,1.02,24.9,0.595,9.83638665016308,1.2664857268419862,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,26,338345,GWO,40,-55.59999,55.59999,0,1,1.221295,20.083,50.0005,64.253,15.7277,44.68496,0,0,0,0,0,0,54.0,1,-55.59999,55.59999,1.221295,20.083,50.0005,64.253,15.7277,44.68496,23264.815611992963,150000,150000,150000.0,-51.72618714624764,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.59999,55.59999,55.59999,55.59999,1,4.984999999999999,1.05,1.0,25.765,0.575,9.0853606890173,1.2763454933943512,4.984999999999999,1.05,1.0,25.765,0.575,9.0853606890173,1.2763454933943512,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,27,339345,GWO,40,-55.81437,55.81437,0,1,1.221179,20.60602,50.0018,65.524,16.3998,44.18746,0,0,0,0,0,0,51.0,1,-55.81437,55.81437,1.221179,20.60602,50.0018,65.524,16.3998,44.18746,22952.39489145949,150000,150000,149920.0,-52.19021860169068,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.81437,55.81571,55.81437,55.81571,1,4.26,1.005,1.005,23.14,0.6,8.914073275521,1.305860799148103,4.26,1.005,1.005,23.14,0.6,8.914073275521,1.305860799148103,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,28,340345,GWO,40,-55.70882,55.70882,0,1,1.221271,20.19754,50.0071,64.736,16.0063,45.22716,0,0,0,0,0,0,17.0,1,-55.70882,55.70882,1.221271,20.19754,50.0071,64.736,16.0063,45.22716,24033.79440695606,150000,150000,145000.0,-53.494112803318686,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.70882,55.70882,55.70882,55.70882,1,4.555,1.03,1.0,24.25,0.59,9.273960163005569,1.2843915560195922,4.555,1.03,1.0,24.25,0.59,9.273960163005569,1.2843915560195922,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,29,341345,GWO,40,-55.8286,55.8286,0,1,1.221314,20.0678,50.0043,65.063,16.1451,45.83403,0,0,0,0,0,0,58.0,1,-55.8286,55.8286,1.221314,20.0678,50.0043,65.063,16.1451,45.83403,23176.775276890025,150000,150000,149840.0,-52.14016154771032,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.8286,55.82908,55.8286,55.82908,1,4.33,1.005,1.0,23.895,0.6,9.484202343490717,1.2863225362322652,4.33,1.005,1.0,23.895,0.6,9.484202343490717,1.2863225362322652,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,0,312345,PSO,40,-55.60222,55.60222,0,1,1.2214,19.87287,50.2565,65.168,15.9964,52.70812,0,0,0,0,0,0,68.0,1,-55.60222,55.60222,1.2214,19.87287,50.2565,65.168,15.9964,52.70812,22629.386086679995,150000,150000,146539.0,-53.26640493993293,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.60222,55.60237,55.60222,55.60237,1,3.605,1.0,1.0,19.605,0.7200000000000001,11.870314880319237,0.9,3.605,1.0,1.0,19.605,0.7200000000000001,11.870314880319237,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,1,313345,PSO,40,-54.201,54.201,0,1,1.2214,18.94001,50.4098,62.870000000000005,15.2013,48.37914,0,0,0,0,0,0,35.0,1,-54.201,54.201,1.2214,18.94001,50.4098,62.870000000000005,15.2013,48.37914,21421.786537632343,150000,150000,136937.0,-53.76680825408836,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.201,54.201,54.201,54.201,1,5.305,1.0,1.0,27.355,0.585,10.366825220902436,0.9000026229626252,5.305,1.0,1.0,27.355,0.585,10.366825220902436,0.9000026229626252,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,2,314345,PSO,40,-54.3387,54.3387,0,1,1.2214,19.40148,50.0005,62.521,15.1765,49.21789,0,0,0,0,0,0,77.0,1,-54.3387,54.3387,1.2214,19.40148,50.0005,62.521,15.1765,49.21789,10324.335862065664,150000,150000,121605.0,-52.52369174394496,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.3387,54.3387,54.3387,54.3387,1,5.32,1.0,1.205,28.31,0.585,10.658050538768462,0.9,5.32,1.0,1.205,28.31,0.585,10.658050538768462,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,3,315345,PSO,40,-55.63701,55.63701,0,1,1.221308,20.03317,50.0001,64.202,15.6998,44.88853,0,0,0,0,0,0,95.0,1,-55.63701,55.63701,1.221308,20.03317,50.0001,64.202,15.6998,44.88853,18163.983145331964,150000,150000,110835.0,-53.764766350342335,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.63701,55.63701,55.63701,55.63701,1,5.01,1.0,1.0,25.83,0.575,9.155892941209713,1.2734699767344189,5.01,1.0,1.0,25.83,0.575,9.155892941209713,1.2734699767344189,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,4,316345,PSO,40,-54.74996,54.74996,0,1,1.2214,19.93738,50.005,63.462,15.6033,50.11654,0,0,0,0,0,0,72.0,1,-54.74996,54.74996,1.2214,19.93738,50.005,63.462,15.6033,50.11654,22203.06118785404,150000,150000,95841.0,-51.1802561044407,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.74996,54.74996,54.74996,54.74996,1,4.69,1.0,1.29,26.97,0.62,10.97015156667082,1.1968559254190885,4.69,1.0,1.29,26.97,0.62,10.97015156667082,1.1968559254190885,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,5,317345,PSO,40,-54.20822,54.20822,0,1,1.2214,18.93505,50.5664,63.057,15.2908,48.63442,0,0,0,0,0,0,19.0,1,-54.20822,54.20822,1.2214,18.93505,50.5664,63.057,15.2908,48.63442,20280.50402188301,150000,150000,146679.0,-53.85468036793579,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.20822,54.20822,54.20822,54.20822,1,5.23,1.0,1.0,27.585,0.595,10.455474055627928,0.9151548894486232,5.23,1.0,1.0,27.585,0.595,10.455474055627928,0.9151548894486232,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,6,318345,PSO,40,-55.66011,55.66011,0,1,1.221356,19.86366,50.0004,64.31,15.8004,46.07726,0,0,0,0,0,0,37.0,1,-55.66011,55.66011,1.221356,19.86366,50.0004,64.31,15.8004,46.07726,19163.11369167827,150000,150000,126910.0,-55.45539337795584,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.66011,55.66011,55.66011,55.66011,1,4.734999999999999,1.0,1.0,25.135,0.585,9.568120093492723,1.266961840378842,4.734999999999999,1.0,1.0,25.135,0.585,9.568120093492723,1.266961840378842,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,7,319345,PSO,40,-54.21604,54.21604,0,1,1.2214,18.88543,50.596,63.06399999999999,15.3058,48.59642,0,0,0,0,0,0,2.0,1,-54.21604,54.21604,1.2214,18.88543,50.596,63.06399999999999,15.3058,48.59642,12495.082927608864,150000,150000,55881.0,-53.833922784085225,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,54.21604,54.21604,54.21604,54.21604,1,5.255,1.0,1.0,27.835,0.595,10.442278346616298,0.9,5.255,1.0,1.0,27.835,0.595,10.442278339616609,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,8,320345,PSO,40,-44.92579,44.92579,0,1,1.220078,25.99436,50.2772,62.833,18.9826,26.6594,0,0,0,0,0,0,1.0,1,-44.92579,44.92579,1.220078,25.99436,50.2772,62.833,18.9826,26.6594,19011.28768626973,150000,150000,148086.0,-44.731430913506095,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,44.92579,44.927,44.92579,44.927,1,15.625,1.0,12.995,42.855,0.74,2.840666727397326,1.0688151607387126,15.625,1.0,12.995,42.855,0.74,2.840666727397326,1.0688151607387126,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,9,321345,PSO,40,-54.20102,54.20102,0,1,1.2214,18.96482,50.384,62.856,15.1868,48.46055,0,0,0,0,0,0,20.0,1,-54.20102,54.20102,1.2214,18.96482,50.384,62.856,15.1868,48.46055,20833.853656380903,150000,150000,148442.0,-54.020195051400336,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.20102,54.20102,54.20102,54.20102,1,5.275,1.0,1.0,27.145,0.585,10.395123661336289,0.9000357265987422,5.275,1.0,1.0,27.145,0.585,10.395123661336289,0.9000357265987422,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,10,322345,PSO,40,-54.1184,54.1184,0,1,1.221359,20.5484,50.1275,64.963,16.2966,54.37674,0,0,0,0,0,0,16.0,1,-54.1184,54.1184,1.221359,20.5484,50.1275,64.963,16.2966,54.37674,23165.174837090075,150000,150000,140565.0,-53.72520025265935,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.1184,54.11843,54.1184,54.11843,1,3.79,1.0,1.45,23.485,0.755,12.450125792195584,0.9,3.79,1.0,1.45,23.485,0.755,12.450125792195584,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,11,323345,PSO,40,-54.21774,54.21774,0,1,1.221399,18.87056,50.6056,63.072,15.3145,48.57133,0,0,0,0,0,0,1.0,1,-54.21774,54.21774,1.221399,18.87056,50.6056,63.072,15.3145,48.57133,15173.021956676615,150000,150000,78636.0,-53.88722467073114,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.21774,54.21774,54.21774,54.21774,1,5.265,1.0,1.0,27.94,0.595,10.433573194172556,0.9,5.265,1.0,1.0,27.94,0.595,10.433573194172556,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,12,324345,PSO,40,-54.27628,54.27628,0,1,1.2214,19.31713,50.0091,62.514,15.1107,48.90028,0,0,0,0,0,0,12.0,1,-54.27628,54.27628,1.2214,19.31713,50.0091,62.514,15.1107,48.90028,3780.389619940892,150000,150000,13952.0,-54.108657519483465,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.27628,54.27628,54.27628,54.27628,1,5.3,1.0,1.13,27.4,0.58,10.547762588392288,0.9,5.3,1.0,1.13,27.4,0.58,10.547762588392288,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
