algo,runs,min,mean,median,std,max
ABC,30,-50.89986,-50.483195333333335,-50.515209999999996,0.2327796255560677,-49.70919
GWO,30,-51.13224,-51.10263433333333,-51.115915,0.02833492771917159,-51.02448
FA,30,-50.80658,-34.994955,-27.9396,10.716103021037771,-23.20402
PSO,30,-51.13335,-47.992323000000006,-50.57875,7.750336326938533,-24.30589
GA,30,-51.10961,-48.02677966666667,-50.942305000000005,4.1384055553712304,-38.50478
ACO,30,-51.11765,-50.99970533333333,-51.018915,0.08953493807498877,-50.74961
