experiment,condition,dim,run,seed,algo,best_f,PSRR_DB,penalty,is_feasible,runtime_sec
dim,D12,12,6,6042,ACO,903.6472116235224,96.35278837647772,1,0,17.297934199974407
dim,D12,12,7,7042,ABC,-115.29300612166534,115.29300612166534,0,1,15.419384699955115
dim,D12,12,7,7042,GWO,888.9966862949461,111.00331370505388,1,0,13.267568000010217
dim,D12,12,7,7042,FA,-112.46366037437365,112.46366037437365,0,1,35.787464799999725
dim,D12,12,7,7042,PSO,-115.39862772574992,115.39862772574992,0,1,9.447499500005506
dim,D12,12,7,7042,GA,-115.33268915041984,115.33268915041984,0,1,19.152743000013288
dim,D12,12,7,7042,ACO,-115.40123914761472,115.40123914761472,0,1,17.276647499995306
dim,D12,12,8,8042,ABC,-111.38176499475595,111.38176499475595,0,1,15.356117599993013
dim,D12,12,8,8042,GWO,895.2033726821031,104.79662731789686,1,0,13.243852700048592
dim,D12,12,8,8042,FA,895.2033726821031,104.79662731789686,1,0,71.64415060001193
dim,D12,12,8,8042,PSO,-111.38344741638252,111.38344741638252,0,1,9.54886759998044
dim,D12,12,8,8042,GA,-111.38316782725296,111.38316782725296,0,1,19.41661880002357
dim,D12,12,8,8042,ACO,-110.69745982256792,110.69745982256792,0,1,17.7159229000099
dim,D12,12,9,9042,ABC,-108.42994788468052,108.42994788468052,0,1,15.398363600019366
dim,D12,12,9,9042,GWO,-93.45732852724332,93.45732852724332,0,1,13.351347399991935
dim,D12,12,9,9042,FA,-108.70860269749257,108.70860269749257,0,1,36.23362820001785
dim,D12,12,9,9042,PSO,-103.89233959752364,103.89233959752364,0,1,9.608809299999848
dim,D12,12,9,9042,GA,-108.5301703592985,108.5301703592985,0,1,19.58661759999813
dim,D12,12,9,9042,ACO,-103.89233959752356,103.89233959752356,0,1,17.540775200002827
dim,D12,12,10,10042,ABC,-95.95682335034464,95.95682335034464,0,1,15.423130000010133
dim,D12,12,10,10042,GWO,903.664288099732,96.33571190026804,1,0,13.2085108999745
dim,D12,12,10,10042,FA,907.7739550019168,92.22604499808313,1,0,33.87217240000609
dim,D12,12,10,10042,PSO,-96.4300877934452,96.4300877934452,0,1,9.310791899973992
dim,D12,12,10,10042,GA,905.720214165356,94.27978583464386,1,0,19.23828839999624
dim,D12,12,10,10042,ACO,903.5775609544612,96.4224390455389,1,0,17.211612100014463
dim,D12,12,11,11042,ABC,-110.05752238261616,110.05752238261616,0,1,15.42854619998252
dim,D12,12,11,11042,GWO,-93.9711980627969,93.9711980627969,0,1,13.195578799990471
dim,D12,12,11,11042,FA,-108.3174998866682,108.3174998866682,0,1,36.651370999985375
dim,D12,12,11,11042,PSO,-108.33419109813512,108.33419109813512,0,1,9.33326039998792
dim,D12,12,11,11042,GA,-109.92151076418044,109.92151076418044,0,1,18.973370400024574
dim,D12,12,11,11042,ACO,-110.06693447291104,110.06693447291104,0,1,17.53658929996891
dim,D12,12,12,12042,ABC,-96.5369961802908,96.5369961802908,0,1,15.358474399952684
dim,D12,12,12,12042,GWO,903.6639863866078,96.33601361339214,1,0,13.326475800015032
dim,D12,12,12,12042,FA,906.717162227558,93.28283777244188,1,0,34.24209110002266
dim,D12,12,12,12042,PSO,-99.42783512967016,99.42783512967016,0,1,9.509719900030175
dim,D12,12,12,12042,GA,-99.4020808824594,99.4020808824594,0,1,19.24023340002168
dim,D12,12,12,12042,ACO,903.6615847228776,96.33841527712224,1,0,17.523787699989043
dim,D12,12,13,13042,ABC,903.6615629100472,96.33843708995272,1,0,15.578754799964372
dim,D12,12,13,13042,GWO,903.6653398256852,96.33466017431488,1,0,13.258010099991225
dim,D12,12,13,13042,FA,905.8099429425696,94.19005705743038,1,0,34.57864670001436
dim,D12,12,13,13042,PSO,1905.369894720972,94.63010527902829,2,0,9.437803799984977
dim,D12,12,13,13042,GA,904.9065661218418,95.09343387815822,1,0,19.22258810000494
dim,D12,12,13,13042,ACO,903.6595546953448,96.34044530465523,1,0,17.439093900029548
dim,D12,12,14,14042,ABC,-95.181179461396,95.181179461396,0,1,15.409833599987904
dim,D12,12,14,14042,GWO,903.6718496506747,96.32815034932511,1,0,13.27458219998516
dim,D12,12,14,14042,FA,905.902568630572,94.097431369428,1,0,33.646710000000894
dim,D12,12,14,14042,PSO,904.146006424201,95.85399357579894,1,0,9.436855899984948
dim,D12,12,14,14042,GA,-94.97799616451182,94.97799616451182,0,1,19.10082550003426
dim,D12,12,14,14042,ACO,903.6569550043436,96.3430449956564,1,0,17.523402000020724
dim,D12,12,15,15042,ABC,-108.13761535419378,108.13761535419378,0,1,15.68170509999618
dim,D12,12,15,15042,GWO,894.0112470503102,105.98875294968975,1,0,13.2735335000325
dim,D12,12,15,15042,FA,894.0112470503102,105.98875294968975,1,0,69.54133650002768
dim,D12,12,15,15042,PSO,-110.00162305425106,110.00162305425106,0,1,9.65690420003375
dim,D12,12,15,15042,GA,886.1469960251521,113.85300397484782,1,0,19.995397499995303
dim,D12,12,15,15042,ACO,-112.8649262506786,112.8649262506786,0,1,18.309148200030904
dim,D12,12,16,16042,ABC,-109.12789047770504,109.12789047770504,0,1,15.717600699979812
dim,D12,12,16,16042,GWO,903.6648328315164,96.33516716848374,1,0,13.294416499964427
dim,D12,12,16,16042,FA,-109.37351196465318,109.37351196465318,0,1,36.4565596000175
dim,D12,12,16,16042,PSO,-107.28618831434416,107.28618831434416,0,1,9.458055199997034
dim,D12,12,16,16042,GA,-107.28367004614636,107.28367004614636,0,1,18.91515299997991
dim,D12,12,16,16042,ACO,903.6588448538522,96.34115514614776,1,0,17.353048900025897
dim,D12,12,17,17042,ABC,-111.25123274689425,111.25123274689425,0,1,15.460627800028306
dim,D12,12,17,17042,GWO,-90.01484107825038,90.01484107825038,0,1,13.28640889999224
dim,D12,12,17,17042,FA,-109.23224984826636,109.23224984826636,0,1,36.614433599985205
dim,D12,12,17,17042,PSO,-111.30791333811968,111.30791333811968,0,1,9.403023199993186
dim,D12,12,17,17042,GA,-111.30937764630336,111.30937764630336,0,1,18.995813600020483
dim,D12,12,17,17042,ACO,-104.75798600154712,104.75798600154712,0,1,17.35134279995691
dim,D12,12,18,18042,ABC,-115.12253380806372,115.12253380806372,0,1,15.320750900020355
dim,D12,12,18,18042,GWO,-115.16464014825732,115.16464014825732,0,1,13.248140699986834
