case,case_name,dim,run,seed,algo,pop,best_fitness,PSRR_DB,penalty,is_feasible,VREF,TC,LOOP_GAIN_DB,PHASE_MARGIN_DEG,GAIN_MARGIN_DB,POWER_UW,viol_vref,viol_tc,viol_loop_gain,viol_phase_margin,viol_gain_margin,viol_power,first_feasible_eval,best_feasible_found,best_feasible_fitness,best_feasible_PSRR,best_feasible_VREF,best_feasible_TC,best_feasible_LOOP_GAIN_DB,best_feasible_PHASE_MARGIN_DEG,best_feasible_GAIN_MARGIN_DB,best_feasible_POWER_UW,runtime_sec,eval_budget,actual_evals,last_improvement_eval,convergence_auc,sim_evals_worker_cum,sim_ok_worker_cum,sim_failures_worker_cum,server_restarts_worker_cum,psrr_def,PSRR_WC_DB,PSRR_100HZ_DB,best_feasible_PSRR_WC_DB,best_feasible_PSRR_100HZ_DB,evaluator_recovers_timeouts,x_w_pdiff,x_w_ncasc,x_w_pmir,x_w_core,x_l_all,x_iss,x_vbnv,xf_w_pdiff,xf_w_ncasc,xf_w_pmir,xf_w_core,xf_l_all,xf_iss,xf_vbnv,c_VREF_min,c_VREF_max,c_TC_max,c_LoopGain_min,c_PhaseMargin_min,c_GainMargin_min,c_Power_max
banba,SKY130-BGR-banba,7,15,327345,ABC,40,-55.89499,55.89499,0,1,0.8011968,18.96859,44.4829,65.635,20.478,105.9513,0,0,0,0,0,0,55.0,1,-55.89499,55.89499,0.8011968,18.96859,44.4829,65.635,20.478,105.9513,43023.61989769712,150000,150000,135232.0,-49.55432124000826,150001,148989,measure_failed=214;no_convergence=797;timeout=1,0,PSRR_worst_case_10Hz_10MHz,55.89499,55.91714,55.89499,55.91714,1,1.075,1.0,8.475000000000001,6.8100000000000005,0.76,27.362598677645167,1.4400271225179757,1.075,1.0,8.475000000000001,6.8100000000000005,0.76,27.362598677645167,1.4400271225179757,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,16,328345,ABC,40,-49.92197,49.92197,0,1,0.8017397,20.67776,47.3038,60.44799999999999,22.2243,131.1804,0,0,0,0,0,0,328.0,1,-49.92197,49.92197,0.8017397,20.67776,47.3038,60.44799999999999,22.2243,131.1804,48265.29450271651,150000,150000,122891.0,-47.0115016702778,150001,148654,measure_failed=305;no_convergence=1041;timeout=1,0,PSRR_worst_case_10Hz_10MHz,49.92197,49.92197,49.92197,49.92197,1,1.22,1.005,16.025,8.875,1.135,36.1270566508298,1.2885453560374354,1.22,1.005,16.025,8.875,1.135,36.1270566508298,1.2885453560374354,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,17,329345,ABC,40,-52.72739,52.72739,0,1,0.8009742,16.91122,44.831,61.069,20.1215,142.3326,0,0,0,0,0,0,175.0,1,-52.72739,52.72739,0.8009742,16.91122,44.831,61.069,20.1215,142.3326,48990.35390269384,150000,150000,71464.0,-49.74867953473024,150001,149148,measure_failed=236;no_convergence=617,0,PSRR_worst_case_10Hz_10MHz,52.72739,52.72739,52.72739,52.72739,1,1.205,1.695,17.85,9.21,0.8250000000000001,40.0,1.3956578859934587,1.205,1.695,17.85,9.21,0.8250000000000001,40.0,1.3956578859934587,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,18,330345,ABC,40,-55.08954,55.08954,0,1,0.8010383,20.23661,42.9062,64.705,20.1011,142.3465,0,0,0,0,0,0,195.0,1,-55.08954,55.08954,0.8010383,20.23661,42.9062,64.705,20.1011,142.3465,47745.71628579125,150000,150000,2440.0,-53.27227255810706,150001,148954,measure_failed=270;no_convergence=777,0,PSRR_worst_case_10Hz_10MHz,55.08954,55.08954,55.08954,55.08954,1,1.005,1.63,15.02,8.025,0.74,40.0,1.4191376277233705,1.005,1.63,15.02,8.025,0.74,40.0,1.4191376277233705,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,19,331345,ABC,40,-52.07164,52.07164,0,1,0.80079,25.381,42.4405,64.923,20.092,99.0353,0,0,0,0,0,0,270.0,1,-52.07164,52.07164,0.80079,25.381,42.4405,64.923,20.092,99.0353,41909.61726146936,150000,150000,43841.0,-48.727211369455794,150001,149444,measure_failed=231;no_convergence=326,0,PSRR_worst_case_10Hz_10MHz,52.07164,52.07164,52.07164,52.07164,1,1.455,1.0,8.620000000000001,7.715,0.6900000000000001,24.96084361782659,1.6718368734353035,1.455,1.0,8.620000000000001,7.715,0.6900000000000001,24.96084361782659,1.6718368734353035,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,20,332345,ABC,40,-55.92748,55.92748,0,1,0.8009297,21.13302,41.4482,66.227,20.0307,139.4496,0,0,0,0,0,0,347.0,1,-55.92748,55.92748,0.8009297,21.13302,41.4482,66.227,20.0307,139.4496,39966.74846199528,150000,150000,94864.0,-50.64596282978554,150001,148728,measure_failed=271;no_convergence=1002,0,PSRR_worst_case_10Hz_10MHz,55.92748,55.93454,55.92748,55.93454,1,1.0,1.085,12.305,6.1,0.73,38.99606266532079,1.4941931079012394,1.0,1.085,12.305,6.1,0.73,38.99606266532079,1.4941931079012394,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,21,333345,ABC,40,-52.27657,52.27657,0,1,0.8003582,21.83795,46.7137,61.812,20.2037,94.00365,0,0,0,0,0,0,32.0,1,-52.27657,52.27657,0.8003582,21.83795,46.7137,61.812,20.2037,94.00365,42956.75609633699,150000,150000,129622.0,-49.987061223041486,150001,149399,measure_failed=250;no_convergence=352,0,PSRR_worst_case_10Hz_10MHz,52.27657,52.27657,52.27657,52.27657,1,1.44,1.475,9.935,8.405000000000001,0.77,23.22408677763996,1.4377945613821737,1.44,1.475,9.935,8.405000000000001,0.77,23.22408677763996,1.4377945613821737,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,22,334345,ABC,40,-54.3445,54.3445,0,1,0.8010984,19.59053,44.7887,64.051,20.0022,119.5481,0,0,0,0,0,0,100.0,1,-54.3445,54.3445,0.8010984,19.59053,44.7887,64.051,20.0022,119.5481,42974.540230207145,150000,150000,78444.0,-48.95986635334236,150001,148194,measure_failed=325;no_convergence=1482,0,PSRR_worst_case_10Hz_10MHz,54.3445,54.3445,54.3445,54.3445,1,1.13,1.625,12.055,8.635,0.75,32.08358350199061,1.4025094564411236,1.13,1.625,12.055,8.635,0.75,32.08358350199061,1.4025094564411236,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,23,335345,ABC,40,-52.60302,52.60302,0,1,0.800858,22.98293,46.6586,66.644,20.6466,79.5731,0,0,0,0,0,0,8.0,1,-52.60302,52.60302,0.800858,22.98293,46.6586,66.644,20.6466,79.5731,36501.67722143605,150000,150000,98464.0,-49.8598458761925,150001,149049,measure_failed=179;no_convergence=773,0,PSRR_worst_case_10Hz_10MHz,52.60302,52.60302,52.60302,52.60302,1,1.08,1.93,5.5,7.565,0.7100000000000001,18.2039476103488,1.392562576894873,1.08,1.93,5.5,7.565,0.7100000000000001,18.2039476103488,1.392562576894873,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,24,336345,ABC,40,-54.38339,54.38339,0,1,0.8012087,17.37375,45.3036,64.587,20.8409,102.1977,0,0,0,0,0,0,271.0,1,-54.38339,54.38339,0.8012087,17.37375,45.3036,64.587,20.8409,102.1977,45192.18593428284,150000,150000,10281.0,-51.67467635044234,150001,149449,measure_failed=269;no_convergence=283,0,PSRR_worst_case_10Hz_10MHz,54.38339,54.38339,54.38339,54.38339,1,1.125,1.0,8.61,7.15,0.8,26.06092947376376,1.4342492860272007,1.125,1.0,8.61,7.15,0.8,26.06092947376376,1.4342492860272007,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,25,337345,ABC,40,-54.92141,54.92141,0,1,0.8005757,25.99569,41.6587,67.728,20.3854,112.5288,0,0,0,0,0,0,40.0,1,-54.92141,54.92141,0.8005757,25.99569,41.6587,67.728,20.3854,112.5288,45677.8451862894,150000,150000,148935.0,-50.242408084720566,150001,148668,measure_failed=314;no_convergence=1019,0,PSRR_worst_case_10Hz_10MHz,54.92141,54.92141,54.92141,54.92141,1,1.02,1.0,9.045,5.93,0.685,29.64957120887262,1.523960206967468,1.02,1.0,9.045,5.93,0.685,29.64957120887262,1.523960206967468,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,26,338345,ABC,40,-55.93698,55.93698,0,1,0.8007787,24.91893,40.0137,67.788,20.0663,135.6778,0,0,0,0,0,0,102.0,1,-55.93698,55.93698,0.8007787,24.91893,40.0137,67.788,20.0663,135.6778,37994.49480835721,150000,150000,52411.0,-52.80837587770585,150001,149411,measure_failed=298;no_convergence=292,0,PSRR_worst_case_10Hz_10MHz,55.93698,55.93698,55.93698,55.93698,1,1.0,1.17,11.11,5.515000000000001,0.6900000000000001,37.68587621120509,1.5518503888781916,1.0,1.17,11.11,5.515000000000001,0.6900000000000001,37.68587621120509,1.5518503888781916,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,27,339345,ABC,40,-54.07728,54.07728,0,1,0.8019315,12.57041,43.9424,63.859,20.9415,142.3619,0,0,0,0,0,0,41.0,1,-54.07728,54.07728,0.8019315,12.57041,43.9424,63.859,20.9415,142.3619,38220.50337726995,150000,150000,101598.0,-49.200887376642505,150001,149419,measure_failed=237;no_convergence=345,0,PSRR_worst_case_10Hz_10MHz,54.07728,54.07728,54.07728,54.07728,1,1.0,1.0,14.0,8.075,0.8500000000000001,40.0,1.402442695652342,1.0,1.0,14.0,8.075,0.8500000000000001,40.0,1.402442695652342,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,28,340345,ABC,40,-54.20111,54.20111,0,1,0.8013183,17.11347,46.8486,66.607,21.2753,79.85543,0,0,0,0,0,0,542.0,1,-54.20111,54.20111,0.8013183,17.11347,46.8486,66.607,21.2753,79.85543,47676.46994267032,150000,150000,79088.0,-47.19126724131495,150001,149186,measure_failed=150;no_convergence=665,0,PSRR_worst_case_10Hz_10MHz,54.20111,54.20111,54.20111,54.20111,1,1.085,1.0,4.875,6.365,0.785,18.301858705048048,1.4296948995855612,1.085,1.0,4.875,6.365,0.785,18.301858705048048,1.4296948995855612,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,29,341345,ABC,40,-52.69725,52.69725,0,1,0.8004596,21.26051,45.6385,61.79900000000001,20.015,112.9546,0,0,0,0,0,0,94.0,1,-52.69725,52.69725,0.8004596,21.26051,45.6385,61.79900000000001,20.015,112.9546,38767.11416171864,150000,150000,149333.0,-47.05716463733092,150001,149260,measure_failed=289;no_convergence=452,0,PSRR_worst_case_10Hz_10MHz,52.69725,52.71252,52.69725,52.71252,1,1.31,1.75,13.08,8.735,0.77,29.80297281601991,1.420540617285745,1.31,1.75,13.08,8.735,0.77,29.80297281601991,1.420540617285745,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,0,312345,ACO,40,-26.86782,26.86782,0,1,0.8008135,25.99932,40.1124,80.679,27.5584,50.11825,0,0,0,0,0,0,33.0,1,-26.86782,26.86782,0.8008135,25.99932,40.1124,80.679,27.5584,50.11825,54673.12532499805,150000,150000,73040.0,-26.67681619967467,150001,149988,measure_failed=6;no_convergence=7,0,PSRR_worst_case_10Hz_10MHz,26.86782,41.02492,26.86782,41.02492,1,2.055,1.0,7.005,8.275,7.815,7.999605722742724,0.9000061976483934,2.055,1.0,7.005,8.275,7.815,7.999605722742724,0.9000061976483934,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,1,313345,ACO,40,-26.86398,26.86398,0,1,0.8007592,25.99578,40.0379,80.7169,27.6166,49.99986,0,0,0,0,0,0,76.0,1,-26.86398,26.86398,0.8007592,25.99578,40.0379,80.7169,27.6166,49.99986,56715.4987292327,150000,150000,66520.0,-25.08776387864586,150001,149975,measure_failed=12;no_convergence=14,0,PSRR_worst_case_10Hz_10MHz,26.86398,40.9671,26.86398,40.9671,1,2.045,1.0,7.005,8.24,7.835000000000001,7.95915951753392,0.9,2.045,1.0,7.005,8.24,7.835000000000001,7.95915951753392,0.9,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,2,314345,ACO,40,-26.86703,26.86703,0,1,0.8007797,25.98755,40.0797,80.6763,27.5597,50.09791,0,0,0,0,0,0,1.0,1,-26.86703,26.86703,0.8007797,25.98755,40.0797,80.6763,27.5597,50.09791,52118.3693195656,150000,150000,131000.0,-26.788581512276757,150001,149968,measure_failed=18;no_convergence=15,0,PSRR_worst_case_10Hz_10MHz,26.86703,41.01196,26.86703,41.01196,1,2.055,1.0,7.0,8.24,7.825,7.992961341530886,0.9000135027615974,2.055,1.0,7.0,8.24,7.825,7.992961341530886,0.9000135027615974,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,3,315345,ACO,40,-26.8753,26.8753,0,1,0.8007878,25.98426,40.0772,80.6974,27.5834,50.0375,0,0,0,0,0,0,81.0,1,-26.8753,26.8753,0.8007878,25.98426,40.0772,80.6974,27.5834,50.0375,56294.22679097951,150000,150000,105840.0,-25.05984000376669,150001,149967,measure_failed=14;no_convergence=20,0,PSRR_worst_case_10Hz_10MHz,26.8753,40.99614,26.8753,40.99614,1,2.055,1.0,7.0,8.265,7.835000000000001,7.971877734559944,0.9,2.055,1.0,7.0,8.265,7.835000000000001,7.971877734559944,0.9,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,4,316345,ACO,40,-26.869,26.869,0,1,0.8008178,25.98934,40.0739,80.7529,27.6406,49.93634,0,0,0,0,0,0,55.0,1,-26.869,26.869,0.8008178,25.98934,40.0739,80.7529,27.6406,49.93634,53231.82746546716,150000,150000,137840.0,-23.398502719084792,150001,149991,measure_failed=5;no_convergence=5,0,PSRR_worst_case_10Hz_10MHz,26.869,40.96385,26.869,40.96385,1,2.05,1.0,7.0,8.325,7.85,7.936354074133192,0.9000267377527991,2.05,1.0,7.0,8.325,7.85,7.936354074133192,0.9000267377527991,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,5,317345,ACO,40,-26.86777,26.86777,0,1,0.8007996,25.99901,40.0623,80.7411,27.63,49.94125,0,0,0,0,0,0,161.0,1,-26.86777,26.86777,0.8007996,25.99901,40.0623,80.7411,27.63,49.94125,57981.76188643277,150000,150000,57360.0,-25.042094401946017,150001,149971,measure_failed=6;no_convergence=23;timeout=1,1,PSRR_worst_case_10Hz_10MHz,26.86777,40.96737,26.86777,40.96737,1,2.055,1.0,7.005,8.315000000000001,7.86,7.938281648289406,0.9000120628435191,2.055,1.0,7.005,8.315000000000001,7.86,7.938281648289406,0.9000120628435191,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,6,318345,ACO,40,-26.8673,26.8673,0,1,0.8008055,25.99655,40.0572,80.7601,27.6492,49.89829,0,0,0,0,0,0,9.0,1,-26.8673,26.8673,0.8008055,25.99655,40.0572,80.7601,27.6492,49.89829,50404.68783254176,150000,150000,80840.0,-26.697994792298616,150001,149983,measure_failed=7;no_convergence=10;timeout=1,1,PSRR_worst_case_10Hz_10MHz,26.8673,40.95493,26.8673,40.95493,1,2.055,1.0,7.005,8.335,7.87,7.923279631577037,0.9,2.055,1.0,7.005,8.335,7.87,7.923279631577037,0.9,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,7,319345,ACO,40,-26.86604,26.86604,0,1,0.800911,25.99691,40.1231,80.8285,27.7069,49.83422,0,0,0,0,0,0,55.0,1,-26.86604,26.86604,0.800911,25.99691,40.1231,80.8285,27.7069,49.83422,53963.90060797334,150000,150000,135600.0,-25.043255434635235,150001,149979,measure_failed=14;no_convergence=8,0,PSRR_worst_case_10Hz_10MHz,26.86604,40.94337,26.86604,40.94337,1,2.045,1.0,7.0,8.455,7.855,7.899715062127613,0.9,2.045,1.0,7.0,8.455,7.855,7.899715062127613,0.9,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,8,320345,ACO,40,-26.86754,26.86754,0,1,0.8008076,25.99875,40.0671,80.7447,27.6302,49.93891,0,0,0,0,0,0,11.0,1,-26.86754,26.86754,0.8008076,25.99875,40.0671,80.7447,27.6302,49.93891,50374.43909595907,150000,150000,105360.0,-26.73591011656745,150001,149966,measure_failed=13;no_convergence=21;timeout=1,1,PSRR_worst_case_10Hz_10MHz,26.86754,40.96775,26.86754,40.96775,1,2.055,1.0,7.0,8.32,7.86,7.937373856616866,0.9000369927866311,2.055,1.0,7.0,8.32,7.86,7.937373856616866,0.9000369927866311,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,9,321345,ACO,40,-26.87033,26.87033,0,1,0.800821,25.99681,40.0857,80.7365,27.6194,49.96762,0,0,0,0,0,0,17.0,1,-26.87033,26.87033,0.800821,25.99681,40.0857,80.7365,27.6194,49.96762,60456.47069838643,150000,150000,47320.0,-26.694037052213684,150001,149975,measure_failed=9;no_convergence=11;timeout=6,0,PSRR_worst_case_10Hz_10MHz,26.87033,40.97966,26.87033,40.97966,1,2.055,1.0,7.0,8.325,7.85,7.947176603702045,0.9000067116212171,2.055,1.0,7.0,8.325,7.85,7.947176603702045,0.9000067116212171,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,10,322345,ACO,40,-26.86612,26.86612,0,1,0.8008357,25.99633,40.1364,80.6751,27.5491,50.15065,0,0,0,0,0,0,218.0,1,-26.86612,26.86612,0.8008357,25.99633,40.1364,80.6751,27.5491,50.15065,48353.76448883861,150000,150000,45120.0,-25.029144215228097,150001,149974,measure_failed=8;no_convergence=19,0,PSRR_worst_case_10Hz_10MHz,26.86612,41.03878,26.86612,41.03878,1,2.055,1.0,7.005,8.29,7.805000000000001,8.010581097733388,0.9,2.055,1.0,7.005,8.29,7.805000000000001,8.010581097733388,0.9,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,11,323345,ACO,40,-26.86545,26.86545,0,1,0.8008831,25.99782,40.1632,80.7121,27.5851,50.11744,0,0,0,0,0,0,39.0,1,-26.86545,26.86545,0.8008831,25.99782,40.1632,80.7121,27.5851,50.11744,53733.16627988964,150000,150000,82680.0,-26.746563100894004,150001,149983,measure_failed=12;no_convergence=6,0,PSRR_worst_case_10Hz_10MHz,26.86545,41.02651,26.86545,41.02651,1,2.045,1.0,7.0,8.335,7.790000000000001,7.998464980416599,0.9000437277490926,2.045,1.0,7.0,8.335,7.790000000000001,7.998464980416599,0.9000437277490926,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,12,324345,ACO,40,-26.86745,26.86745,0,1,0.8007764,25.99825,40.0365,80.7469,27.6414,49.92028,0,0,0,0,0,0,96.0,1,-26.86745,26.86745,0.8007764,25.99825,40.0365,80.7469,27.6414,49.92028,54035.4978954047,150000,150000,81280.0,-25.01395594943966,150001,149973,measure_failed=10;no_convergence=15;timeout=3,0,PSRR_worst_case_10Hz_10MHz,26.86745,40.95096,26.86745,40.95096,1,2.05,1.0,7.0,8.285,7.86,7.931291307480131,0.9000154566118118,2.05,1.0,7.0,8.285,7.86,7.931291307480131,0.9000154566118118,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,13,325345,ACO,40,-26.87035,26.87035,0,1,0.8008216,25.99376,40.1233,80.6671,27.5341,50.11292,0,0,0,0,0,0,35.0,1,-26.87035,26.87035,0.8008216,25.99376,40.1233,80.6671,27.5341,50.11292,47944.0840216279,150000,150000,41920.0,-26.745234326195508,150001,149985,measure_failed=5;no_convergence=11,0,PSRR_worst_case_10Hz_10MHz,26.87035,41.04065,26.87035,41.04065,1,2.0700000000000003,1.0,7.0,8.3,7.840000000000001,7.9976395481824145,0.9000316359969697,2.0700000000000003,1.0,7.0,8.3,7.840000000000001,7.9976395481824145,0.9000316359969697,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,14,326345,ACO,40,-26.87635,26.87635,0,1,0.8007627,25.98053,40.0801,80.65,27.5342,50.11592,0,0,0,0,0,0,157.0,1,-26.87635,26.87635,0.8007627,25.98053,40.0801,80.65,27.5342,50.11592,47627.959987178445,150000,150000,78720.0,-25.051298498489988,150001,149972,measure_failed=11;no_convergence=18,0,PSRR_worst_case_10Hz_10MHz,26.87635,41.02706,26.87635,41.02706,1,2.065,1.0,7.01,8.235,7.835000000000001,7.999420203458101,0.9,2.065,1.0,7.01,8.235,7.835000000000001,7.999420203458101,0.9,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,15,327345,ACO,40,-26.86794,26.86794,0,1,0.8008511,25.9981,40.1425,80.6873,27.5556,50.11411,0,0,0,0,0,0,109.0,1,-26.86794,26.86794,0.8008511,25.9981,40.1425,80.6873,27.5556,50.11411,45298.92125556245,150000,150000,76440.0,-25.079096273508487,150001,149973,measure_failed=11;no_convergence=17,0,PSRR_worst_case_10Hz_10MHz,26.86794,41.03557,26.86794,41.03557,1,2.06,1.0,7.0,8.32,7.82,7.997695801657235,0.9,2.06,1.0,7.0,8.32,7.82,7.997695801657235,0.9,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,16,328345,ACO,40,-26.86838,26.86838,0,1,0.8007891,25.97514,40.0519,80.7479,27.6491,49.92568,0,0,0,0,0,0,76.0,1,-26.86838,26.86838,0.8007891,25.97514,40.0519,80.7479,27.6491,49.92568,44623.87191081792,150000,150000,34960.0,-25.08562916816112,150001,149958,measure_failed=21;no_convergence=21;timeout=1,1,PSRR_worst_case_10Hz_10MHz,26.86838,40.95632,26.86838,40.95632,1,2.05,1.0,7.0200000000000005,8.315000000000001,7.855,7.933001001986982,0.9000157507595338,2.05,1.0,7.0200000000000005,8.315000000000001,7.855,7.933001001986982,0.9000157507595338,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,17,329345,ACO,40,-26.86791,26.86791,0,1,0.8008052,25.97764,40.0567,80.7598,27.647,49.89755,0,0,0,0,0,0,112.0,1,-26.86791,26.86791,0.8008052,25.97764,40.0567,80.7598,27.647,49.89755,49868.60795474053,150000,150000,71680.0,-25.075513096720645,150001,149967,measure_failed=14;no_convergence=20,0,PSRR_worst_case_10Hz_10MHz,26.86791,40.95456,26.86791,40.95456,1,2.055,1.0,7.0,8.33,7.87,7.923027775087841,0.900136179258182,2.055,1.0,7.0,8.33,7.87,7.923027775087841,0.900136179258182,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,18,330345,ACO,40,-57.58951,57.58951,0,1,0.8015751,18.46289,43.6898,66.771,20.0042,117.253,0,0,0,0,0,0,93.0,1,-57.58951,57.58951,0.8015751,18.46289,43.6898,66.771,20.0042,117.253,50836.425281297415,150000,150000,118400.0,-53.17329785344236,150001,149702,measure_failed=129;no_convergence=170,0,PSRR_worst_case_10Hz_10MHz,57.58951,57.58951,57.58951,57.58951,1,1.0,1.005,8.895,6.785,0.735,31.280771531040227,1.4206710806930647,1.0,1.005,8.895,6.785,0.735,31.280771531040227,1.4206710806930647,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,19,331345,ACO,40,-26.90094,26.90094,0,1,0.800813,25.9123,40.1179,80.6918,27.5885,50.05566,0,0,0,0,0,0,159.0,1,-26.90094,26.90094,0.800813,25.9123,40.1179,80.6918,27.5885,50.05566,50079.30039973557,150000,150000,64840.0,-24.96898661901079,150001,149957,measure_failed=19;no_convergence=25,0,PSRR_worst_case_10Hz_10MHz,26.90094,41.00694,26.90094,41.00694,1,2.05,1.0,7.0200000000000005,8.29,7.805000000000001,7.977868499487886,0.9001535818970537,2.05,1.0,7.0200000000000005,8.29,7.805000000000001,7.977868499487886,0.9001535818970537,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,20,332345,ACO,40,-26.86667,26.86667,0,1,0.8008144,25.99929,40.0982,80.7108,27.6024,50.07325,0,0,0,0,0,0,221.0,1,-26.86667,26.86667,0.8008144,25.99929,40.0982,80.7108,27.6024,50.07325,46960.52588493377,150000,150000,143440.0,-25.01787239311595,150001,149974,measure_failed=7;no_convergence=20,0,PSRR_worst_case_10Hz_10MHz,26.86667,40.99539,26.86667,40.99539,1,2.04,1.0,7.005,8.27,7.800000000000001,7.983976379647148,0.9000107329689742,2.04,1.0,7.005,8.27,7.800000000000001,7.983976379647148,0.9000107329689742,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,21,333345,ACO,40,-26.86632,26.86632,0,1,0.8008269,25.99888,40.0901,80.7366,27.6168,49.96433,0,0,0,0,0,0,32.0,1,-26.86632,26.86632,0.8008269,25.99888,40.0901,80.7366,27.6168,49.96433,39647.86232034862,150000,150000,86400.0,-26.70350081823879,150001,149982,measure_failed=9;no_convergence=10,0,PSRR_worst_case_10Hz_10MHz,26.86632,40.98459,26.86632,40.98459,1,2.06,1.0,7.005,8.344999999999999,7.86,7.945953996303066,0.9,2.06,1.0,7.005,8.344999999999999,7.86,7.945953996303066,0.9,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,22,334345,ACO,40,-26.86836,26.86836,0,1,0.8007987,25.99829,40.0788,80.7117,27.5989,50.02961,0,0,0,0,0,0,176.0,1,-26.86836,26.86836,0.8007987,25.99829,40.0788,80.7117,27.5989,50.02961,40884.894034951925,150000,150000,108000.0,-24.930608638757597,150001,149965,measure_failed=17;no_convergence=19,0,PSRR_worst_case_10Hz_10MHz,26.86836,40.98927,26.86836,40.98927,1,2.05,1.0,7.0,8.275,7.83,7.969004863997154,0.9,2.05,1.0,7.0,8.275,7.83,7.969004863997154,0.9,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,23,335345,ACO,40,-26.86829,26.86829,0,1,0.8008378,25.99626,40.0525,80.8283,27.7143,49.75549,0,0,0,0,0,0,8.0,1,-26.86829,26.86829,0.8008378,25.99626,40.0525,80.8283,27.7143,49.75549,39096.18042672798,150000,150000,85960.0,-26.754143161007743,150001,149973,measure_failed=7;no_convergence=21,0,PSRR_worst_case_10Hz_10MHz,26.86829,40.91639,26.86829,40.91639,1,2.055,1.0,7.005,8.415,7.9,7.8732610561158225,0.9000345649898543,2.055,1.0,7.005,8.415,7.9,7.8732610561158225,0.9000345649898543,0.798,0.802,26.0,40.0,60.0,20.0,400.0
banba,SKY130-BGR-banba,7,24,336345,ACO,40,-26.86581,26.86581,0,1,0.8008254,25.99969,40.0974,80.7194,27.5962,50.00834,0,0,0,0,0,0,135.0,1,-26.86581,26.86581,0.8008254,25.99969,40.0974,80.7194,27.5962,50.00834,38185.07668485865,150000,150000,145440.0,-25.050488495123304,150001,149946,measure_failed=20;no_convergence=35,0,PSRR_worst_case_10Hz_10MHz,26.86581,40.99759,26.86581,40.99759,1,2.06,1.0,7.0,8.325,7.85,7.961262620880007,0.9000722103905187,2.06,1.0,7.0,8.325,7.85,7.961262620880007,0.9000722103905187,0.798,0.802,26.0,40.0,60.0,20.0,400.0
