algo,runs,min,mean,median,std,max
ABC,30,-52.04175,-50.584674666666665,-50.41284,0.6706682017815668,-49.76953
GWO,30,-59.98854,-51.030194,-58.377185,12.37353562295941,-28.73532
FA,30,-49.19529,-23.291749666666664,-22.06504,9.949088207455368,8.90874
PSO,30,-59.60486,-25.357388666666665,-21.345734999999998,11.5713333449675,-19.8662
GA,30,-59.1126,-40.36344533333333,-51.411185,16.812513695062385,-21.11992
ACO,30,-60.39413,-22.85767566666667,-21.33885,7.106527010395968,-21.32822
