algo,runs,min,mean,median,std,max
ABC,30,-57.71703,-53.82846466666667,-54.139195,1.9956761039682491,-49.92197
GWO,30,-58.53763,-43.26264833333333,-34.61948,14.20797802624191,-26.84949
FA,30,-57.9044,-27.951601999999998,-24.663075,11.834019915840067,8.42248
PSO,30,-57.75359,-34.881760666666665,-26.85213,14.469566894425032,-12.10374
GA,30,-57.73236,-39.823904999999996,-38.090715,14.277623793113031,-23.34474
ACO,30,-57.58951,-27.893194666666666,-26.867795,5.6087423191095676,-26.86398
