algo,runs,success_rate,feasible_runs,ever_feasible_rate,best_fitness_min,best_fitness_mean,best_fitness_median,best_fitness_std,PSRR_best_final,PSRR_mean_final,PSRR_mean_feasible_final,best_feasible_PSRR_max,best_feasible_PSRR_mean,best_feasible_fitness_mean,runtime_sec_mean,runtime_sec_std,first_feasible_eval_mean,first_feasible_eval_median,last_improvement_eval_mean,last_improvement_eval_median,convergence_auc_mean,convergence_auc_std
ABC,30,1.0,30,1.0,-57.71703,-53.828464666666655,-54.139195,1.995676103968248,57.71703,53.828464666666655,53.828464666666655,57.71703,53.828464666666655,-53.828464666666655,47038.31163314593,5532.395409724664,147.93333333333334,88.5,74556.9,74954.0,-50.3077697774397,2.271498132156559
GWO,30,1.0,30,1.0,-58.53763,-43.26264833333333,-34.61948,14.20797802624191,58.53763,43.26264833333333,43.26264833333333,58.53763,43.26264833333333,-43.26264833333333,50676.34732806384,4857.138933961473,72.63333333333334,58.0,94537.33333333333,143260.0,-37.702970743419264,10.916238678267
FA,30,1.0,30,1.0,-57.9044,-27.951601999999998,-24.663075,11.834019915840067,57.9044,27.951601999999998,27.951601999999998,57.9044,27.951601999999998,-27.951601999999998,26939.70358508676,11652.00061736024,233.53333333333333,85.0,14026.8,14759.5,-25.92819387860687,11.443161380004813
PSO,30,0.9333333333333333,28,1.0,-57.75359,-34.881760666666665,-26.85213,14.469566894425032,57.75359,34.88172899999999,35.982055714285714,57.75359,34.881760666666665,-34.881760666666665,43827.109627360725,9722.34898707438,113.43333333333334,71.0,90869.13333333333,94212.0,-33.09738956527818,13.719010282994267
GA,30,1.0,30,1.0,-57.73236,-39.82390499999999,-38.090715,14.27762379311303,57.73236,39.82390499999999,39.82390499999999,57.73236,39.82390499999999,-39.82390499999999,41489.03403573185,7993.008533401569,76.16666666666667,64.5,123510.66666666667,135900.0,-37.46758296259649,13.87441998983496
ACO,30,1.0,30,1.0,-57.58951,-27.893194666666666,-26.867795,5.6087423191095676,57.58951,27.893194666666666,27.893194666666666,57.58951,27.893194666666666,-27.893194666666666,49088.064420452836,5863.861901091137,91.13333333333334,87.0,90481.33333333333,82740.0,-26.483448044627373,5.1195292824338985
