scope,comparison,n_pairs,wilcoxon_statistic,p_value_exact,holm_adjusted_p_exact,holm_reject_0_05,favours,p_value_normal_approx,holm_adjusted_p_normal_approx,approx_at_floor
SKY130-CM-Pub,ABC vs GWO,30,105.0,0.007612137123942375,0.007612137123942375,1,ABC,0.008729667753602288,0.008729667753602288,0
SKY130-CM-Pub,ABC vs FA,30,3.0,9.313225746154785e-09,3.725290298461914e-08,1,ABC,2.3534209951215346e-06,9.604605524515698e-06,0
SKY130-CM-Pub,ABC vs PSO,30,39.0,1.3966113328933716e-05,4.189833998680115e-05,1,ABC,6.892290296834955e-05,0.00020676870890504865,0
SKY130-CM-Pub,ABC vs GA,30,53.0,7.910653948783875e-05,0.0001582130789756775,1,ABC,0.00022248266458074938,0.00044496532916149875,0
SKY130-CM-Pub,ABC vs ACO,30,1.0,3.725290298461914e-09,1.862645149230957e-08,1,ABC,1.9209211049031396e-06,9.604605524515698e-06,0
