scope,algo,avg_rank
SKY130-BGR,ABC,2.066666666666667
SKY130-BGR,GWO,2.1666666666666665
SKY130-BGR,PSO,3.8666666666666667
SKY130-BGR,ACO,3.933333333333333
SKY130-BGR,GA,4.0
SKY130-BGR,FA,4.966666666666667
