lambda,case,run,algo,best_fitness,PSRR_DB,penalty,is_feasible,runtime_sec
10.0,base,4,GA,-97.71507221195972,107.71507221195972,1,0,4.532115000009071
10.0,base,4,ACO,-86.33890907143754,96.33890907143754,1,0,4.035366799973417
10.0,base,5,ABC,-100.82267413510786,100.82267413510786,0,1,3.924492400023155
10.0,base,5,GWO,-86.3342694408838,96.3342694408838,1,0,3.5696611999883316
10.0,base,5,FA,-100.8036698400623,100.8036698400623,0,1,9.029369800002314
10.0,base,5,PSO,-101.94635877259391,101.94635877259391,0,1,2.235699900018517
10.0,base,5,GA,-93.13372578641294,103.13372578641294,1,0,4.447489399986807
10.0,base,5,ACO,-86.34218263207254,96.34218263207254,1,0,3.983127500046976
10.0,base,6,ABC,-102.71223312545115,102.71223312545115,0,1,4.001194899959955
10.0,base,6,GWO,-90.06756702189828,90.06756702189828,0,1,3.525529100035783
10.0,base,6,FA,-101.56747894400453,101.56747894400453,0,1,8.902877199987415
10.0,base,6,PSO,-102.280729264066,102.280729264066,0,1,2.3033919999725185
10.0,base,6,GA,-102.78340094116096,102.78340094116096,0,1,4.633840200025588
10.0,base,6,ACO,-86.3768377035711,96.3768377035711,1,0,4.060637699963991
10.0,base,7,ABC,-115.38357980618694,115.38357980618694,0,1,4.127566300041508
10.0,base,7,GWO,-105.46217465313478,105.46217465313478,0,1,3.6210899999714456
10.0,base,7,FA,-112.41427263400763,112.41427263400763,0,1,9.428695900016464
10.0,base,7,PSO,-114.94580308865785,114.94580308865785,0,1,2.307568199990783
10.0,base,7,GA,-115.30712603084633,115.30712603084633,0,1,4.57271999999648
10.0,base,7,ACO,-115.40071030993539,115.40071030993539,0,1,4.072434199973941
10.0,base,8,ABC,-111.38257192241016,111.38257192241016,0,1,4.027568600024097
10.0,base,8,GWO,-94.79662731789686,104.79662731789686,1,0,3.5799805999849923
10.0,base,8,FA,-110.66496154698618,110.66496154698618,0,1,9.199063399981242
10.0,base,8,PSO,-110.69740378134688,110.69740378134688,0,1,2.2266832999885082
10.0,base,8,GA,-111.37266385432358,111.37266385432358,0,1,4.5316680000396445
10.0,base,8,ACO,-105.5157965339993,105.5157965339993,0,1,4.1465762999723665
10.0,base,9,ABC,-107.88123759381449,107.88123759381449,0,1,4.021650200011209
10.0,base,9,GWO,-86.32787422184066,96.32787422184066,1,0,3.5822896000463516
10.0,base,9,FA,-105.1102024378016,105.1102024378016,0,1,9.048382100008894
10.0,base,9,PSO,-105.20091841757967,105.20091841757967,0,1,2.307358000020031
10.0,base,9,GA,-108.29305674078783,108.29305674078783,0,1,4.6235296000377275
10.0,base,9,ACO,-86.76350352909694,96.76350352909694,1,0,4.304566799954046
10.0,base,10,ABC,-96.27640680738162,96.27640680738162,0,1,18.74693490000209
10.0,base,10,GWO,-86.33176563390585,96.33176563390585,1,0,18.38347470003646
10.0,base,10,FA,-84.19483729112726,94.19483729112726,1,0,51.540652099996805
10.0,base,10,PSO,-80.64327942059357,100.64327942059357,2,0,11.959441000013612
10.0,base,10,GA,-96.32980363488828,96.32980363488828,0,1,25.193027500004973
10.0,base,10,ACO,-85.004054899948,95.004054899948,1,0,24.00928300002124
10.0,base,11,ABC,-110.04380191442408,110.04380191442408,0,1,23.49799110001186
10.0,base,11,GWO,-96.58330318946207,106.58330318946207,1,0,18.34494260000065
10.0,base,11,FA,-110.04473778858254,110.04473778858254,0,1,50.704733499966096
10.0,base,11,PSO,-110.06540681299816,110.06540681299816,0,1,11.648585400020238
10.0,base,11,GA,-109.99513485290437,109.99513485290437,0,1,24.212124200013932
10.0,base,11,ACO,-110.0672221969928,110.0672221969928,0,1,18.719912600005046
10.0,base,12,ABC,-97.15308060914556,97.15308060914556,0,1,3.8499339999980293
10.0,base,12,GWO,-86.03515702726055,96.03515702726055,1,0,3.4320038000005297
10.0,base,12,FA,-75.10120018543404,95.10120018543404,2,0,8.591561199980788
10.0,base,12,PSO,-99.42997802554348,99.42997802554348,0,1,2.174208699958399
10.0,base,12,GA,-91.32424381288963,101.32424381288963,1,0,4.368329899967648
10.0,base,12,ACO,-84.69184705112892,94.69184705112892,1,0,4.0051155999535695
10.0,base,13,ABC,-92.38007961905176,92.38007961905176,0,1,3.954884500009939
10.0,base,13,GWO,-86.33442286348601,96.33442286348601,1,0,3.533109100011643
10.0,base,13,FA,-74.45784496744145,94.45784496744145,2,0,8.742486800008919
10.0,base,13,PSO,-75.2026411444524,95.2026411444524,2,0,2.1875951999682
10.0,base,13,GA,-84.97064624623,94.97064624623,1,0,4.514050199999474
10.0,base,13,ACO,-86.3378870146157,96.3378870146157,1,0,3.9749081999761984
10.0,base,14,ABC,-86.33973072210071,96.33973072210071,1,0,3.9775140000274405
10.0,base,14,GWO,-86.33510023221318,96.33510023221318,1,0,3.604386799968779
10.0,base,14,FA,-83.8308061729126,93.8308061729126,1,0,8.807119900011458
10.0,base,14,PSO,-95.34394523841598,95.34394523841598,0,1,2.2291005000006407
10.0,base,14,GA,-85.96486212669124,95.96486212669124,1,0,4.3791218000114895
10.0,base,14,ACO,-86.3430449956564,96.3430449956564,1,0,3.9413946999702603
10.0,base,15,ABC,-112.80510215252788,112.80510215252788,0,1,3.8620107999886386
10.0,base,15,GWO,-112.70011782279619,112.70011782279619,0,1,3.4565130000119098
10.0,base,15,FA,-96.09542160624422,106.09542160624422,1,0,9.000893699994776
10.0,base,15,PSO,-112.74415254668158,112.74415254668158,0,1,2.165972300048452
10.0,base,15,GA,-103.86170153425749,113.86170153425749,1,0,4.338835800008383
10.0,base,15,ACO,-112.86482264366813,112.86482264366813,0,1,3.955734399962239
10.0,base,16,ABC,-109.493483277044,109.493483277044,0,1,3.8733227999764495
10.0,base,16,GWO,-88.27092557346872,88.27092557346872,0,1,3.475853299954906
10.0,base,16,FA,-105.32703897388703,105.32703897388703,0,1,8.93916559999343
10.0,base,16,PSO,-109.49272407431998,109.49272407431998,0,1,2.233301699976437
10.0,base,16,GA,-109.43372122751114,109.43372122751114,0,1,4.546971999981906
10.0,base,16,ACO,-86.3569121503666,96.3569121503666,1,0,4.042762999946717
10.0,base,17,ABC,-111.3135631508446,111.3135631508446,0,1,4.116782900004182
10.0,base,17,GWO,-98.77685469081116,98.77685469081116,0,1,3.5514858000096865
10.0,base,17,FA,-111.12930655521367,111.12930655521367,0,1,9.225084199977573
10.0,base,17,PSO,-111.30806961601841,111.30806961601841,0,1,2.1775312999961898
10.0,base,17,GA,-109.34394681993638,109.34394681993638,0,1,4.416517700010445
10.0,base,17,ACO,-111.31404201766033,111.31404201766033,0,1,3.936439299955964
10.0,base,18,ABC,-114.84555406976405,114.84555406976405,0,1,3.9474109999719076
10.0,base,18,GWO,-102.83167574521941,102.83167574521941,0,1,3.508691099996213
10.0,base,18,FA,-115.11443379904321,115.11443379904321,0,1,8.75184939999599
10.0,base,18,PSO,-115.15302814052585,115.15302814052585,0,1,2.1724840000388213
10.0,base,18,GA,-115.07278771236625,115.07278771236625,0,1,4.315357099985704
10.0,base,18,ACO,-115.1542881947453,115.1542881947453,0,1,3.994269799964968
10.0,base,19,ABC,-104.95404378901651,104.95404378901651,0,1,3.8760752999805845
10.0,base,19,GWO,-86.33049841510507,96.33049841510507,1,0,3.5057328999973834
10.0,base,19,FA,-104.76325770323787,104.76325770323787,0,1,9.187016699986998
