lambda,case,run,algo,best_fitness,PSRR_DB,penalty,is_feasible,runtime_sec
10.0,base,21,ACO,-85.21149023521137,95.21149023521137,1,0,4.193753799947444
10.0,base,22,ABC,-114.84942043955381,114.84942043955381,0,1,4.084080400003586
10.0,base,22,GWO,-106.9706161702664,106.9706161702664,0,1,3.626487299974542
10.0,base,22,FA,-114.95857348648254,114.95857348648254,0,1,8.912440499989316
10.0,base,22,PSO,-115.02433275437184,115.02433275437184,0,1,2.2849676000187173
10.0,base,22,GA,-114.96884375901631,114.96884375901631,0,1,4.462964500009548
10.0,base,22,ACO,-115.04652097139896,115.04652097139896,0,1,3.9968263000482693
10.0,base,23,ABC,-94.57815004257158,94.57815004257158,0,1,3.944571800006088
10.0,base,23,GWO,-86.0994740437732,96.0994740437732,1,0,3.578441399964504
10.0,base,23,FA,-90.37856491520786,100.37856491520786,1,0,8.948875600006431
10.0,base,23,PSO,-92.52993070731867,92.52993070731867,0,1,2.2383849999750964
10.0,base,23,GA,-84.06191638926292,104.06191638926292,2,0,4.478199000004679
10.0,base,23,ACO,-86.35469663686979,96.35469663686979,1,0,4.177918299974408
10.0,base,24,ABC,-86.33954253222305,96.33954253222305,1,0,3.9523588999873027
10.0,base,24,GWO,-86.32800323453348,96.32800323453348,1,0,3.543573400005698
10.0,base,24,FA,-86.1263152890943,96.1263152890943,1,0,9.090846700011753
10.0,base,24,PSO,-84.14332679840486,94.14332679840486,1,0,2.2547828999813646
10.0,base,24,GA,-73.28988194838,93.28988194838,2,0,4.658588099991903
10.0,base,24,ACO,-86.3383922841293,96.3383922841293,1,0,4.044455500028562
10.0,base,25,ABC,-101.15288621261111,101.15288621261111,0,1,4.000148200022522
10.0,base,25,GWO,-86.33513979211591,96.33513979211591,1,0,3.5508168999804184
10.0,base,25,FA,-97.10712466557719,107.10712466557719,1,0,9.0028270999901
10.0,base,25,PSO,-96.6251187723911,106.6251187723911,1,0,2.3025311999954283
10.0,base,25,GA,-97.17322932679858,107.17322932679858,1,0,4.45689410000341
10.0,base,25,ACO,-86.34491180400715,96.34491180400715,1,0,4.032716399990022
10.0,base,26,ABC,-107.61253370916137,107.61253370916137,0,1,4.027076500002295
10.0,base,26,GWO,-91.82701672009874,101.82701672009874,1,0,3.531673600024078
10.0,base,26,FA,-107.75190955207799,107.75190955207799,0,1,9.17107419995591
10.0,base,26,PSO,-107.78567125530739,107.78567125530739,0,1,2.292301200039219
10.0,base,26,GA,-105.29313314182427,105.29313314182427,0,1,4.459566999983508
10.0,base,26,ACO,-107.78368473158403,107.78368473158403,0,1,4.099795299989637
10.0,base,27,ABC,-107.85803908439469,107.85803908439469,0,1,4.109658400004264
10.0,base,27,GWO,-97.81560170606177,107.81560170606177,1,0,3.5770304999896325
10.0,base,27,FA,-100.8163428030973,110.8163428030973,1,0,8.93021379999118
10.0,base,27,PSO,-100.7845291191093,110.7845291191093,1,0,2.3133167999912985
10.0,base,27,GA,-109.0453776493993,109.0453776493993,0,1,4.502530400000978
10.0,base,27,ACO,-109.12546604146169,109.12546604146169,0,1,4.120582600007765
10.0,base,28,ABC,-116.13399674060237,116.13399674060237,0,1,3.863160800014157
10.0,base,28,GWO,-109.98640365707405,109.98640365707405,0,1,3.477375700022094
10.0,base,28,FA,-116.24516482129174,116.24516482129174,0,1,8.763694000022952
10.0,base,28,PSO,-114.86401545528602,114.86401545528602,0,1,2.2165128000197
10.0,base,28,GA,-116.24496713229063,116.24496713229063,0,1,4.345828499994241
10.0,base,28,ACO,-116.27816944363472,116.27816944363472,0,1,3.959890300000552
10.0,base,29,ABC,-99.32353627307202,99.32353627307202,0,1,3.889344799972605
10.0,base,29,GWO,-86.34677031673137,96.34677031673137,1,0,3.511205799994059
10.0,base,29,FA,-84.21865787605077,94.21865787605077,1,0,8.91016510000918
10.0,base,29,PSO,-85.06220729917494,95.06220729917494,1,0,2.2015241000335664
10.0,base,29,GA,-93.5374931261416,93.5374931261416,0,1,4.587722899974324
10.0,base,29,ACO,-86.34429857139898,96.34429857139898,1,0,4.17455009999685
10.0,hard,0,ABC,-104.94015777795454,104.94015777795454,0,1,3.8902171999798156
10.0,hard,0,GWO,-97.83502000008045,107.83502000008045,1,0,3.455828299978748
10.0,hard,0,FA,-103.56163804411374,113.56163804411374,1,0,8.87615879997611
10.0,hard,0,PSO,-103.92948631109877,113.92948631109877,1,0,2.1828917000093497
10.0,hard,0,GA,-103.92182665779703,113.92182665779703,1,0,4.382175799983088
10.0,hard,0,ACO,-102.01629493713037,112.01629493713037,1,0,3.954611500026658
10.0,hard,1,ABC,-97.23408901709783,97.23408901709783,0,1,3.89124600001378
10.0,hard,1,GWO,-75.67908623622047,95.67908623622047,2,0,3.4809570999932475
10.0,hard,1,FA,-83.64237143036614,103.64237143036614,2,0,9.034713900007773
10.0,hard,1,PSO,-83.99266682222193,103.99266682222193,2,0,2.2387446999782696
10.0,hard,1,GA,-83.97887784486959,103.97887784486959,2,0,4.391855499998201
10.0,hard,1,ACO,-75.7063841811674,95.7063841811674,2,0,3.927128100011032
10.0,hard,2,ABC,-77.22444018431672,97.22444018431672,2,0,3.907832099997904
10.0,hard,2,GWO,-75.66538268708166,95.66538268708166,2,0,3.520397999964189
10.0,hard,2,FA,-73.18921464680265,93.18921464680265,2,0,9.122283499978948
10.0,hard,2,PSO,-77.25072750323328,97.25072750323328,2,0,2.231973999994807
10.0,hard,2,GA,-77.25002645152321,97.25002645152321,2,0,4.42398730001878
10.0,hard,2,ACO,-75.68134546089252,95.68134546089252,2,0,4.028959000017494
10.0,hard,3,ABC,-105.16301823760317,105.16301823760317,0,1,3.97341769997729
10.0,hard,3,GWO,-86.78057739948885,106.78057739948885,2,0,3.5196424999739975
10.0,hard,3,FA,-107.29506869157201,107.29506869157201,0,1,8.948734599980526
10.0,hard,3,PSO,-107.5112728308801,107.5112728308801,0,1,2.1989042999921367
10.0,hard,3,GA,-99.07211667483122,109.07211667483122,1,0,4.353513799957
10.0,hard,3,ACO,-107.65533295560842,107.65533295560842,0,1,4.016506399959326
10.0,hard,4,ABC,-91.0875892686587,101.0875892686587,1,0,3.96007999998983
10.0,hard,4,GWO,-82.78315377571006,102.78315377571006,2,0,3.550576200010255
10.0,hard,4,FA,-87.3192145399149,107.3192145399149,2,0,8.801235599967185
10.0,hard,4,PSO,-86.4749881537688,106.4749881537688,2,0,2.194277700036764
10.0,hard,4,GA,-92.52809951010991,102.52809951010991,1,0,4.489499999966938
10.0,hard,4,ACO,-82.78315377571006,102.78315377571006,2,0,4.08160420000786
10.0,hard,5,ABC,-107.4090988792627,107.4090988792627,0,1,4.128031299973372
10.0,hard,5,GWO,-75.67888206292506,95.67888206292506,2,0,3.6011984000215307
10.0,hard,5,FA,-107.31115457685942,107.31115457685942,0,1,8.887567600002512
10.0,hard,5,PSO,-98.01114594016506,108.01114594016506,1,0,2.231910499976948
10.0,hard,5,GA,-106.40289612565662,106.40289612565662,0,1,4.482985299953725
10.0,hard,5,ACO,-75.68110442860534,95.68110442860534,2,0,4.040779699978884
10.0,hard,6,ABC,-102.82105504100579,112.82105504100579,1,0,3.999053700012155
10.0,hard,6,GWO,-90.14876733089834,110.14876733089834,2,0,3.5596371000283398
10.0,hard,6,FA,-103.15554615945919,113.15554615945919,1,0,8.855321899987757
10.0,hard,6,PSO,-103.21636180110185,113.21636180110185,1,0,2.2343421000405215
10.0,hard,6,GA,-103.00600828120575,113.00600828120575,1,0,4.5248712000320666
10.0,hard,6,ACO,-90.14876733089834,110.14876733089834,2,0,3.9927723999717273
10.0,hard,7,ABC,-75.63981655246232,95.63981655246232,2,0,3.9438233000109904
10.0,hard,7,GWO,-75.6723588047532,95.6723588047532,2,0,3.615635599999223
10.0,hard,7,FA,-73.99856846981697,93.99856846981697,2,0,8.982251600013115
10.0,hard,7,PSO,-74.637305980149,94.637305980149,2,0,2.233266499999445
10.0,hard,7,GA,-73.44111227786289,93.44111227786289,2,0,4.7368130999966525
10.0,hard,7,ACO,-75.68317696593249,95.68317696593249,2,0,4.4151520999730565
10.0,hard,8,ABC,-102.28837644027033,112.28837644027033,1,0,4.262710699986201
10.0,hard,8,GWO,-96.81798712501208,106.81798712501208,1,0,3.6522191999829374
10.0,hard,8,FA,-100.28364970109438,110.28364970109438,1,0,8.987685700005386
10.0,hard,8,PSO,-102.24892863181242,112.24892863181242,1,0,2.275620400032494
10.0,hard,8,GA,-102.31581119887498,112.31581119887498,1,0,4.582541600044351
10.0,hard,8,ACO,-102.31926266491263,112.31926266491263,1,0,4.0558616000344045
10.0,hard,9,ABC,-101.49945648926001,101.49945648926001,0,1,3.996480000030715
10.0,hard,9,GWO,-75.66744218530049,95.66744218530049,2,0,3.5589901999919675
10.0,hard,9,FA,-93.13647203415456,103.13647203415456,1,0,9.049970499996562
10.0,hard,9,PSO,-103.63658575205126,103.63658575205126,0,1,2.243484999984503
10.0,hard,9,GA,-103.63559811123301,103.63559811123301,0,1,4.534245999995619
10.0,hard,9,ACO,-102.78454180439614,102.78454180439614,0,1,4.037383599963505
10.0,hard,10,ABC,-116.94195287682281,116.94195287682281,0,1,4.1341302000219
10.0,hard,10,GWO,-116.92127173577279,116.92127173577279,0,1,3.729355600022245
10.0,hard,10,FA,-116.93332468951547,116.93332468951547,0,1,9.049525399983395
10.0,hard,10,PSO,-116.9501641787677,116.9501641787677,0,1,2.2364686999935657
10.0,hard,10,GA,-116.9077579199393,116.9077579199393,0,1,4.542844900046475
10.0,hard,10,ACO,-116.95154843119123,116.95154843119123,0,1,4.057603300025221
10.0,hard,11,ABC,-106.31730303579015,116.31730303579015,1,0,4.038640499988105
10.0,hard,11,GWO,-106.32267346346121,116.32267346346121,1,0,3.5062064999947324
10.0,hard,11,FA,-106.47307041532434,116.47307041532434,1,0,8.627899600018281
10.0,hard,11,PSO,-105.8788173820626,115.8788173820626,1,0,2.2086944000329822
10.0,hard,11,GA,-106.31527181333979,116.31527181333979,1,0,4.409397799987346
10.0,hard,11,ACO,-106.51809503205581,116.51809503205581,1,0,4.013689599989448
10.0,hard,12,ABC,-78.74665662267121,98.74665662267121,2,0,3.891232799971476
10.0,hard,12,GWO,-75.66772603168718,95.66772603168718,2,0,3.5028325999737717
10.0,hard,12,FA,-73.37577238512907,103.37577238512907,3,0,16.575438199972268
10.0,hard,12,PSO,-76.15253311833413,106.15253311833413,3,0,2.3101883999770507
10.0,hard,12,GA,-77.80897163612624,97.80897163612624,2,0,4.40661760000512
10.0,hard,12,ACO,-75.6828695829135,95.6828695829135,2,0,3.9727447000332177
10.0,hard,13,ABC,-104.66754444845913,104.66754444845913,0,1,3.9043318000040017
10.0,hard,13,GWO,-82.31565408521129,92.31565408521129,1,0,3.4903597999946214
10.0,hard,13,FA,-84.17509072144142,94.17509072144142,1,0,8.880058799986728
10.0,hard,13,PSO,-95.90900947936537,105.90900947936537,1,0,2.1768747000023723
10.0,hard,13,GA,-105.49772940473868,105.49772940473868,0,1,4.412350200000219
10.0,hard,13,ACO,-105.584097499692,105.584097499692,0,1,3.942244500038214
10.0,hard,14,ABC,-111.06500888385352,111.06500888385352,0,1,3.956223300017882
10.0,hard,14,GWO,-87.91890135079143,107.91890135079143,2,0,3.5276184999966063
10.0,hard,14,FA,-111.21545716523258,111.21545716523258,0,1,8.733244499948341
10.0,hard,14,PSO,-102.02887725890135,112.02887725890135,1,0,2.191977600043174
10.0,hard,14,GA,-110.87654195992934,110.87654195992934,0,1,4.412648300000001
10.0,hard,14,ACO,-87.91890135079143,107.91890135079143,2,0,4.006164100021124
10.0,hard,15,ABC,-109.5516086286099,109.5516086286099,0,1,4.158012299973052
10.0,hard,15,GWO,-107.18418054398184,117.18418054398184,1,0,3.6323117000283673
10.0,hard,15,FA,-111.00737484710258,111.00737484710258,0,1,9.873121900018305
10.0,hard,15,PSO,-104.62759595559429,114.62759595559429,1,0,2.2754957000142895
10.0,hard,15,GA,-106.16298541796236,116.16298541796236,1,0,4.4554948000004515
10.0,hard,15,ACO,-114.13403455014603,114.13403455014603,0,1,4.084530399995856
10.0,hard,16,ABC,-102.82476427814716,102.82476427814716,0,1,3.970532400009688
10.0,hard,16,GWO,-76.46222091153503,96.46222091153503,2,0,3.5592130000004545
10.0,hard,16,FA,-77.16487197383367,87.16487197383367,1,0,10.09934549999889
10.0,hard,16,PSO,-102.59405788667127,102.59405788667127,0,1,2.34289319999516
10.0,hard,16,GA,-102.83165837389052,102.83165837389052,0,1,4.523619599989615
10.0,hard,16,ACO,-75.71325663168702,95.71325663168702,2,0,4.0730101999943145
10.0,hard,17,ABC,-111.63297247824764,111.63297247824764,0,1,4.060313499998301
10.0,hard,17,GWO,-105.34762674474277,105.34762674474277,0,1,3.6131480999756604
10.0,hard,17,FA,-106.01023298720838,106.01023298720838,0,1,24.715621999988798
10.0,hard,17,PSO,-111.64763522013708,111.64763522013708,0,1,2.3187636000220664
10.0,hard,17,GA,-111.641003699612,111.641003699612,0,1,4.478578299982473
10.0,hard,17,ACO,-108.27391447779243,108.27391447779243,0,1,4.038777700043283
10.0,hard,18,ABC,-91.23441750836902,101.23441750836902,1,0,3.9805415999726392
10.0,hard,18,GWO,-75.67633908139916,95.67633908139916,2,0,3.618978899961803
10.0,hard,18,FA,-87.04938385451366,97.04938385451366,1,0,9.090149700001348
10.0,hard,18,PSO,-82.07217034482898,102.07217034482898,2,0,2.2971687999670394
10.0,hard,18,GA,-89.78024649781939,99.78024649781939,1,0,4.39009449997684
10.0,hard,18,ACO,-75.69713759381028,95.69713759381028,2,0,4.060363100026734
10.0,hard,19,ABC,-107.80216824345749,107.80216824345749,0,1,3.952318599971477
10.0,hard,19,GWO,-83.60328501959548,103.60328501959548,2,0,3.571415100013837
10.0,hard,19,FA,-109.83236372103609,109.83236372103609,0,1,9.247238599986304
10.0,hard,19,PSO,-102.20818820883909,112.20818820883909,1,0,2.2227467999910004
10.0,hard,19,GA,-102.50842055395984,112.50842055395984,1,0,4.631548800040036
10.0,hard,19,ACO,-105.57138476783737,105.57138476783737,0,1,4.086288699996658
10.0,hard,20,ABC,-90.63510582047395,100.63510582047395,1,0,4.024483199988026
10.0,hard,20,GWO,-76.4374042303363,96.4374042303363,2,0,3.6630521999904886
10.0,hard,20,FA,-76.4374042303363,96.4374042303363,2,0,17.122574699984398
10.0,hard,20,PSO,-84.64301321058045,104.64301321058045,2,0,2.2378680999972858
10.0,hard,20,GA,-86.18423795748228,106.18423795748228,2,0,4.503712799982168
10.0,hard,20,ACO,-86.8144716532593,96.8144716532593,1,0,4.095434000017121
10.0,hard,21,ABC,-114.6202486612484,114.6202486612484,0,1,3.9768998000072315
10.0,hard,21,GWO,-109.60810773294375,109.60810773294375,0,1,3.6122092999867164
10.0,hard,21,FA,-103.56309673707135,113.56309673707135,1,0,18.4320383000304
10.0,hard,21,PSO,-114.81399085545816,114.81399085545816,0,1,2.442376199993305
10.0,hard,21,GA,-110.75532368205329,110.75532368205329,0,1,4.459463199949823
10.0,hard,21,ACO,-114.75671779937922,114.75671779937922,0,1,4.153229799994733
10.0,hard,22,ABC,-83.3478507952938,93.3478507952938,1,0,4.101151500013657
10.0,hard,22,GWO,-75.66489750189105,95.66489750189105,2,0,3.5523074999800883
10.0,hard,22,FA,-72.65565471662768,92.65565471662768,2,0,8.935648899991065
10.0,hard,22,PSO,-74.88441861377811,94.88441861377811,2,0,2.219276199990418
10.0,hard,22,GA,-74.74142571816891,94.74142571816891,2,0,4.495340900029987
10.0,hard,22,ACO,-75.68093452984192,95.68093452984192,2,0,3.938371399999596
10.0,hard,23,ABC,-93.4142455718726,103.4142455718726,1,0,3.8957026000134647
10.0,hard,23,GWO,-75.66403244890748,95.66403244890748,2,0,3.4833006000262685
10.0,hard,23,FA,-73.86081618169648,93.86081618169648,2,0,8.72855790000176
10.0,hard,23,PSO,-92.85367918386375,102.85367918386375,1,0,2.1867773000267334
10.0,hard,23,GA,-93.68350454691667,103.68350454691667,1,0,4.404610000026878
10.0,hard,23,ACO,-75.6821410858824,95.6821410858824,2,0,3.998624200001359
10.0,hard,24,ABC,-85.60111098337144,95.60111098337144,1,0,4.023180899966974
10.0,hard,24,GWO,-75.67886784342303,95.67886784342303,2,0,3.547111899999436
10.0,hard,24,FA,-75.3470796005266,95.3470796005266,2,0,16.664908900042064
10.0,hard,24,PSO,-81.42469960106854,101.42469960106854,2,0,2.1972402000101283
10.0,hard,24,GA,-81.39356311926434,101.39356311926434,2,0,4.330488600011449
10.0,hard,24,ACO,-75.68399358920598,95.68399358920598,2,0,3.9667300999863073
10.0,hard,25,ABC,-88.73130761009348,98.73130761009348,1,0,3.9624865000369027
10.0,hard,25,GWO,-75.70493650817309,95.70493650817309,2,0,3.5172375999973156
10.0,hard,25,FA,-73.76470193141178,93.76470193141178,2,0,8.687332699948456
10.0,hard,25,PSO,-81.43874133267363,101.43874133267363,2,0,2.2085869000293314
10.0,hard,25,GA,-89.10754690540038,99.10754690540038,1,0,4.45268450002186
10.0,hard,25,ACO,-75.68463704469985,95.68463704469985,2,0,3.9910595000255853
10.0,hard,26,ABC,-107.89571965792564,107.89571965792564,0,1,3.9129831999889575
10.0,hard,26,GWO,-104.55936037189004,114.55936037189004,1,0,3.546959400002379
10.0,hard,26,FA,-104.81535704181906,114.81535704181906,1,0,8.967793400050141
10.0,hard,26,PSO,-104.5120660187317,114.5120660187317,1,0,2.2785997999599203
10.0,hard,26,GA,-106.29550000653795,116.29550000653795,1,0,4.478752300026827
10.0,hard,26,ACO,-106.28844037042144,116.28844037042144,1,0,4.063735899981111
10.0,hard,27,ABC,-86.92524460288114,96.92524460288114,1,0,3.9517193000065163
10.0,hard,27,GWO,-77.67144329988145,97.67144329988145,2,0,3.5794253000058234
10.0,hard,27,FA,-77.67144329988145,97.67144329988145,2,0,17.298810800013598
10.0,hard,27,PSO,-83.67595343075402,103.67595343075402,2,0,2.2807052000425756
10.0,hard,27,GA,-83.66600543515933,103.66600543515933,2,0,4.511038800003007
10.0,hard,27,ACO,-77.67144329988145,97.67144329988145,2,0,4.052160499966703
10.0,hard,28,ABC,-113.15590762438269,113.15590762438269,0,1,4.063501299999189
10.0,hard,28,GWO,-98.24837370128616,108.24837370128616,1,0,3.5720509000238962
10.0,hard,28,FA,-113.1203527017032,113.1203527017032,0,1,8.932656200020574
10.0,hard,28,PSO,-113.18276736083291,113.18276736083291,0,1,2.249462899984792
10.0,hard,28,GA,-112.7784847507386,112.7784847507386,0,1,4.529222599987406
10.0,hard,28,ACO,-113.21042459081048,113.21042459081048,0,1,4.20064579998143
10.0,hard,29,ABC,-99.12104349868792,99.12104349868792,0,1,4.164214699994773
10.0,hard,29,GWO,-84.13179243282498,94.13179243282498,1,0,3.612141799996607
10.0,hard,29,FA,-100.04438286458408,110.04438286458408,1,0,8.960542500019073
10.0,hard,29,PSO,-93.26405769802348,113.26405769802348,2,0,2.2236396000371315
10.0,hard,29,GA,-93.2629529900169,113.2629529900169,2,0,4.502159999974538
10.0,hard,29,ACO,-97.78363330577038,107.78363330577038,1,0,4.045887999993283
10.0,highdim,0,ABC,-113.50262985680877,113.50262985680877,0,1,5.902533299988136
10.0,highdim,0,GWO,-105.89082876112528,105.89082876112528,0,1,5.3024883000180125
10.0,highdim,0,FA,-105.89082876112528,105.89082876112528,0,1,23.63901939999778
10.0,highdim,0,PSO,-113.49137003904914,113.49137003904914,0,1,3.573458299972117
10.0,highdim,0,GA,-113.50969588721739,113.50969588721739,0,1,8.42000459996052
10.0,highdim,0,ACO,-105.89082876112528,105.89082876112528,0,1,6.125201099959668
10.0,highdim,1,ABC,-111.50041689416811,111.50041689416811,0,1,5.893744700006209
10.0,highdim,1,GWO,-97.01744992903444,107.01744992903444,1,0,5.271027599985246
10.0,highdim,1,FA,-97.01744992903444,107.01744992903444,1,0,11.878739200008567
10.0,highdim,1,PSO,-109.99117023085813,109.99117023085813,0,1,3.332400700019207
10.0,highdim,1,GA,-111.8789502061899,111.8789502061899,0,1,8.309948299953248
10.0,highdim,1,ACO,-97.01744992903444,107.01744992903444,1,0,6.242036700015888
10.0,highdim,2,ABC,-106.4613259043231,106.4613259043231,0,1,5.976523499994073
10.0,highdim,2,GWO,-89.78523089258816,99.78523089258816,1,0,5.328765399986878
10.0,highdim,2,FA,-89.78523089258816,99.78523089258816,1,0,23.770014600013383
10.0,highdim,2,PSO,-101.01360663642444,111.01360663642444,1,0,3.3919466999941505
10.0,highdim,2,GA,-100.85316673265629,110.85316673265629,1,0,8.109149000025354
10.0,highdim,2,ACO,-89.78523089258816,99.78523089258816,1,0,6.25979510002071
10.0,highdim,3,ABC,-102.605381364716,102.605381364716,0,1,5.8001694999984466
10.0,highdim,3,GWO,-86.12181851445142,96.12181851445142,1,0,5.19525650003925
10.0,highdim,3,FA,-84.38174432403241,94.38174432403241,1,0,10.097328100004233
10.0,highdim,3,PSO,-98.1798611287589,108.1798611287589,1,0,3.2224987000226974
10.0,highdim,3,GA,-99.10312412583436,109.10312412583436,1,0,7.952062399999704
10.0,highdim,3,ACO,-86.6635304830161,96.6635304830161,1,0,6.162283999961801
10.0,highdim,4,ABC,-104.0055605690937,104.0055605690937,0,1,5.838167600042652
10.0,highdim,4,GWO,-86.3359699047435,96.3359699047435,1,0,5.203342500026338
10.0,highdim,4,FA,-78.49185303773763,98.49185303773763,2,0,23.032860800041817
10.0,highdim,4,PSO,-105.22432942685907,105.22432942685907,0,1,3.5679541999707
10.0,highdim,4,GA,-101.75943324297079,101.75943324297079,0,1,8.099782899953425
10.0,highdim,4,ACO,-86.33867606464791,96.33867606464791,1,0,6.121572699979879
10.0,highdim,5,ABC,-111.57548766661017,111.57548766661017,0,1,5.747043400013354
10.0,highdim,5,GWO,-94.76886886898971,104.76886886898971,1,0,5.218941700004507
10.0,highdim,5,FA,-94.76886886898971,104.76886886898971,1,0,23.829525799956173
10.0,highdim,5,PSO,-110.26628772519092,110.26628772519092,0,1,3.3435113000450656
10.0,highdim,5,GA,-111.5664959576982,111.5664959576982,0,1,8.247301800001878
10.0,highdim,5,ACO,-94.76886886898971,104.76886886898971,1,0,6.190355500031728
10.0,highdim,6,ABC,-111.14010285125688,111.14010285125688,0,1,5.928876799996942
10.0,highdim,6,GWO,-96.772701337637,106.772701337637,1,0,5.318661199999042
10.0,highdim,6,FA,-96.772701337637,106.772701337637,1,0,23.79547830001684
10.0,highdim,6,PSO,-113.22295346025734,113.22295346025734,0,1,3.469969499972649
10.0,highdim,6,GA,-113.22730141021752,113.22730141021752,0,1,8.405678700015415
10.0,highdim,6,ACO,-113.23406080311929,113.23406080311929,0,1,6.199347299989313
10.0,highdim,7,ABC,-112.61210707777262,112.61210707777262,0,1,6.065999699989334
10.0,highdim,7,GWO,-99.0531123400219,109.0531123400219,1,0,5.472805600031279
10.0,highdim,7,FA,-99.0531123400219,109.0531123400219,1,0,23.806952300015837
10.0,highdim,7,PSO,-112.66398458957414,112.66398458957414,0,1,3.3090532000060193
10.0,highdim,7,GA,-112.66783893973877,112.66783893973877,0,1,8.146049699978903
10.0,highdim,7,ACO,-99.0531123400219,109.0531123400219,1,0,6.252138799987733
10.0,highdim,8,ABC,-103.62101991482665,103.62101991482665,0,1,6.044490800006315
10.0,highdim,8,GWO,-86.13630832003227,96.13630832003227,1,0,5.413017000013497
10.0,highdim,8,FA,-83.32059815594171,93.32059815594171,1,0,10.689832800009754
10.0,highdim,8,PSO,-102.87192961799202,102.87192961799202,0,1,3.510835299966857
10.0,highdim,8,GA,-96.81018997473551,106.81018997473551,1,0,8.351703200023621
10.0,highdim,8,ACO,-86.34545751589307,96.34545751589307,1,0,6.2176715999958105
10.0,highdim,9,ABC,-112.82704210997507,112.82704210997507,0,1,5.893115300044883
10.0,highdim,9,GWO,-104.08434108330788,114.08434108330788,1,0,5.213868200022262
10.0,highdim,9,FA,-104.08434108330788,114.08434108330788,1,0,23.685359800001606
10.0,highdim,9,PSO,-113.77372806960848,113.77372806960848,0,1,3.344494999968447
10.0,highdim,9,GA,-109.14703854193345,109.14703854193345,0,1,7.950652500032447
10.0,highdim,9,ACO,-104.08434108330788,114.08434108330788,1,0,6.265455199987628
10.0,highdim,10,ABC,-113.66252954522044,113.66252954522044,0,1,5.936973900010344
10.0,highdim,10,GWO,-102.00742345843513,102.00742345843513,0,1,5.2691009000409395
10.0,highdim,10,FA,-102.00742345843513,102.00742345843513,0,1,23.231477199995425
10.0,highdim,10,PSO,-113.31842719873167,113.31842719873167,0,1,3.2928469000034966
10.0,highdim,10,GA,-113.72878850374414,113.72878850374414,0,1,8.139243400015403
10.0,highdim,10,ACO,-106.51302907611694,106.51302907611694,0,1,6.343214900000021
10.0,highdim,11,ABC,-109.41146049791645,109.41146049791645,0,1,5.835149199992884
10.0,highdim,11,GWO,-90.96819245778616,100.96819245778616,1,0,5.1534858999657445
10.0,highdim,11,FA,-90.96819245778616,100.96819245778616,1,0,23.18326869996963
10.0,highdim,11,PSO,-109.21658814818846,109.21658814818846,0,1,3.430368000001181
10.0,highdim,11,GA,-109.67223709955523,109.67223709955523,0,1,7.9929021000280045
10.0,highdim,11,ACO,-90.96819245778616,100.96819245778616,1,0,5.992535299970768
10.0,highdim,12,ABC,-105.55841273871664,105.55841273871664,0,1,5.744831799995154
10.0,highdim,12,GWO,-86.07799905411228,96.07799905411228,1,0,5.157772799953818
10.0,highdim,12,FA,-84.30794692902587,94.30794692902587,1,0,10.441789300006349
10.0,highdim,12,PSO,-104.09205723205957,104.09205723205957,0,1,3.448074199957773
10.0,highdim,12,GA,-105.96992048329491,105.96992048329491,0,1,7.948461399995722
10.0,highdim,12,ACO,-86.56543893545967,96.56543893545967,1,0,6.128618000017013
10.0,highdim,13,ABC,-109.56286573392609,109.56286573392609,0,1,5.847997299977578
10.0,highdim,13,GWO,-99.87271193272908,99.87271193272908,0,1,5.284024699998554
10.0,highdim,13,FA,-99.87271193272908,99.87271193272908,0,1,24.295329899992794
10.0,highdim,13,PSO,-109.24288789238771,109.24288789238771,0,1,3.3165153000154532
10.0,highdim,13,GA,-109.55457476290316,109.55457476290316,0,1,8.013354900002014
10.0,highdim,13,ACO,-99.87271193272908,99.87271193272908,0,1,6.157178200024646
10.0,highdim,14,ABC,-99.80418158317993,99.80418158317993,0,1,5.839757599984296
10.0,highdim,14,GWO,-86.33188622335642,96.33188622335642,1,0,5.254132799978834
10.0,highdim,14,FA,-84.65975568596731,94.65975568596731,1,0,10.500176700006705
10.0,highdim,14,PSO,-85.0482504941697,95.0482504941697,1,0,3.3332159999990836
10.0,highdim,14,GA,-85.05893686513224,95.05893686513224,1,0,8.612664500018582
10.0,highdim,14,ACO,-86.3422670450625,96.3422670450625,1,0,6.311156100011431
10.0,highdim,15,ABC,-110.7603943033552,110.7603943033552,0,1,5.974408000009134
10.0,highdim,15,GWO,-86.33495649124406,96.33495649124406,1,0,5.323320600029547
10.0,highdim,15,FA,-84.84076547976915,104.84076547976915,2,0,23.963254700007383
10.0,highdim,15,PSO,-109.87193914716771,109.87193914716771,0,1,3.317315599997528
10.0,highdim,15,GA,-106.8661486281444,106.8661486281444,0,1,8.137424800021108
10.0,highdim,15,ACO,-86.40046407876511,96.40046407876511,1,0,6.048531999986153
10.0,highdim,16,ABC,-101.90294634785519,101.90294634785519,0,1,6.000216200016439
10.0,highdim,16,GWO,-86.07632242076639,96.07632242076639,1,0,5.307400999998208
10.0,highdim,16,FA,-85.04785176800002,95.04785176800002,1,0,23.926499900000636
10.0,highdim,16,PSO,-93.78166638204846,103.78166638204846,1,0,3.2906739999889396
10.0,highdim,16,GA,-102.63520203090958,102.63520203090958,0,1,8.483798400033265
10.0,highdim,16,ACO,-86.33896923029465,96.33896923029465,1,0,6.362369899987243
10.0,highdim,17,ABC,-109.11472615166807,109.11472615166807,0,1,5.9128905000397936
