algo,runs,success_rate,feasible_runs,ever_feasible_rate,best_fitness_min,best_fitness_mean,best_fitness_median,best_fitness_std,PSRR_best_final,PSRR_mean_final,PSRR_mean_feasible_final,best_feasible_PSRR_max,best_feasible_PSRR_mean,best_feasible_fitness_mean,runtime_sec_mean,runtime_sec_std,first_feasible_eval_mean,first_feasible_eval_median,last_improvement_eval_mean,last_improvement_eval_median,convergence_auc_mean,convergence_auc_std
ABC,30,1.0,30,1.0,-55.5107,-55.023929333333335,-55.029830000000004,0.26658454201419757,55.5107,55.023929333333335,55.023929333333335,55.5107,55.023929333333335,-55.023929333333335,18095.491533176508,554.2870770436916,71.16666666666667,36.0,81629.23333333334,77860.0,-53.28675690067299,0.9761369120400064
GWO,30,1.0,30,1.0,-55.83102,-55.722051,-55.735699999999994,0.10506862494218418,55.83102,55.722051,55.722051,55.83102,55.722051,-55.722051,23112.629229248858,473.8442989970367,29.933333333333334,36.0,149648.0,149920.0,-52.78937296980123,1.065245343892683
FA,30,1.0,30,1.0,-54.36547,-42.391996333333324,-44.38193,9.35408119704589,54.36547,42.391996333333324,42.391996333333324,54.36547,42.391996333333324,-42.391996333333324,3302.6413254410804,514.37595402589,32.53333333333333,36.0,16000.133333333333,15851.0,-41.23911969591851,9.615661905982572
PSO,30,1.0,30,1.0,-55.94965,-54.506928333333335,-54.35952,1.9403244436541929,55.94965,54.506869333333334,54.506869333333334,55.94965,54.506928333333335,-54.506928333333335,15529.235440455424,6448.471604802426,35.43333333333333,36.0,104172.53333333334,116220.0,-53.3811739391388,1.907682360161919
GA,30,1.0,30,1.0,-55.73138,-53.394318000000005,-54.56736,3.2589040875533177,55.73138,53.39431766666667,53.39431766666667,55.73138,53.394318000000005,-53.394318000000005,12028.657310975668,646.0987855986053,38.4,36.0,112865.33333333333,121800.0,-51.78761907196858,3.3429045135715483
ACO,30,1.0,30,1.0,-55.81041,-55.66369933333335,-55.73483,0.25435582639332266,55.81041,55.66369933333335,55.66369933333335,55.81041,55.66369933333335,-55.66369933333335,21230.03231044337,1370.9858529773292,55.56666666666667,36.0,115533.33333333333,118100.0,-54.45072070552837,1.0738503971398268
